room_num,ec:8c:a2:f2:7a:b8,fa:8f:ca:54:a2:6d,74:3e:2b:7d:04:d8,74:3e:2b:7d:79:b8,74:3e:2b:be:1f:e8,74:3e:2b:be:1f:e2,74:3e:2b:3d:6d:48,14:2d:27:37:99:60,74:3e:2b:be:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:62,74:3e:2b:7e:88:28,74:3e:2b:be:9c:d2,74:3e:2b:be:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,74:3e:2b:be:88:22,74:3e:2b:be:88:28,74:3e:2b:3e:88:28,66:eb:8c:0b:20:6e,74:3e:2b:7d:86:b8,74:3e:2b:bd:7e:18,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,fa:8f:ca:76:7d:4c,30:46:9a:fb:c5:a1,74:3e:2b:be:c7:18,40:a8:f0:6b:41:44,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,fa:8f:ca:52:95:af,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,ec:8c:a2:b2:7a:bc,ec:8c:a2:f2:7a:bc,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:bd:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7e:9c:dc,de:9f:db:91:0e:dd,74:3e:2b:bd:6f:88,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:7e:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:bc:d2:dc,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:7c:b6:88,74:3e:2b:3c:b6:88,74:3e:2b:bd:85:a2,74:3e:2b:bd:6d:42,74:3e:2b:bc:d2:d2,74:3e:2b:7d:04:dc,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:be:c7:12,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:1f:ec,74:3e:2b:7c:fb:78,74:3e:2b:3d:85:a8,74:3e:2b:bc:fb:7c,74:3e:2b:3d:7e:18,74:3e:2b:7d:6d:48,f8:f5:32:28:2d:c0,74:3e:2b:7c:fb:7c,74:3e:2b:bd:79:b2,3c:17:10:94:eb:8e,74:3e:2b:bd:7e:12,74:3e:2b:7d:7e:18,74:3e:2b:be:a3:38,74:3e:2b:bd:6f:82,74:3e:2b:bc:b6:82,b8:ee:0e:d6:53:72,74:3e:2b:3d:79:b8,74:3e:2b:3c:fb:78,32:cd:a7:fc:3b:2b,ec:8c:a2:b2:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bd:6e:62,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,2c:30:33:f8:b8:b9,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7c:d2:dc,a8:9a:93:8a:84:7e,74:3e:2b:3c:d2:dc,b4:2a:0e:10:47:0a,78:29:ed:19:cb:ef,74:3e:2b:bd:6e:68,58:20:b1:3c:74:1f,b4:2a:0e:c7:0f:ae,74:3e:2b:bc:fb:72,ec:8c:a2:72:7a:b8,c8:3a:35:90:b2:11,10:86:8c:18:48:e8,78:29:ed:4c:b2:51,2c:30:33:ff:a5:f9,74:3e:2b:be:a3:32,a0:8c:fd:6c:7d:10,58:90:43:45:2b:e4,74:3e:2b:3e:a3:38,30:46:9a:fb:c5:a3,74:3e:2b:be:c7:58,e6:f5:32:28:2d:c3,74:3e:2b:bc:b6:8c,74:3e:2b:be:c7:52,1c:b0:44:cd:a2:48,74:3e:2b:7e:c7:58,ae:63:be:86:5c:03,a0:64:8f:f7:d1:1d,74:3e:2b:7c:d5:08,40:49:0f:c3:fa:7b,74:3e:2b:3e:c7:58,74:3e:2b:fe:88:2c,74:3e:2b:7e:a3:38,74:3e:2b:fe:c7:5c,74:3e:2b:be:c7:5c,74:3e:2b:3c:b6:8c,74:3e:2b:7d:6a:e8,74:3e:2b:7c:b6:8c,74:3e:2b:7e:c7:5c,74:3e:2b:3e:c7:5c,74:3e:2b:7e:88:2c,74:3e:2b:be:88:2c,74:3e:2b:7d:05:58,74:3e:2b:3e:88:2c
1,86,0,46,84,44,38,0,0,50,54,54,56,30,116,116,116,116,32,30,32,70,60,44,30,32,30,94,52,66,72,28,36,38,0,0,60,60,0,0,0,0,60,60,32,32,32,34,36,34,36,62,62,62,24,0,0,0,0,0,0,0,0,0,98,0,28,0,28,30,40,0,30,30,28,32,0,0,62,32,36,0,56,56,64,64,64,0,58,62,0,46,0,0,0,78,0,48,48,24,0,26,22,78,28,0,82,82,0,34,32,26,38,26,0,0,0,0,0,28,20,22,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,46,84,44,38,0,0,50,54,54,56,30,116,116,116,116,32,30,32,70,60,44,30,32,30,92,52,66,72,28,36,38,0,0,60,60,66,68,66,66,60,60,28,32,32,36,36,34,36,64,62,62,24,24,0,0,0,0,0,0,0,0,98,0,28,0,28,30,40,0,30,30,30,30,0,0,62,32,36,26,56,56,64,64,64,0,58,62,0,46,0,0,0,78,0,48,48,24,0,26,22,78,40,0,82,82,30,28,32,26,38,26,0,0,0,0,0,26,20,22,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,42,84,44,38,0,0,50,54,54,54,30,116,118,116,116,32,30,32,72,60,44,30,32,30,92,52,66,78,28,36,38,0,0,60,60,66,68,68,68,60,60,30,28,30,36,36,36,36,62,60,62,0,0,30,28,30,0,98,98,98,0,98,0,0,0,0,30,0,0,30,30,28,28,0,0,62,32,36,0,56,56,64,64,64,0,36,62,26,46,0,0,28,78,0,48,48,24,0,26,22,78,40,0,82,82,30,28,32,26,38,26,0,0,0,0,0,26,20,22,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,42,84,44,38,0,0,50,54,54,54,30,116,116,116,116,32,30,32,68,60,46,30,32,30,86,52,68,76,28,36,38,0,0,60,60,68,66,66,66,60,66,32,32,32,34,34,36,34,60,62,60,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,30,0,0,0,0,28,28,0,0,62,32,36,0,56,56,64,64,64,0,38,60,0,48,0,50,0,0,0,50,48,24,0,26,22,78,40,0,0,0,30,28,32,26,38,26,0,0,0,0,0,26,20,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,46,84,44,38,0,0,50,54,54,54,30,116,118,116,116,32,30,32,66,60,46,30,32,30,86,52,68,74,28,36,38,0,0,60,60,0,0,0,0,60,60,0,0,0,36,36,34,34,60,60,62,22,26,30,30,28,30,98,98,98,0,98,0,0,0,0,30,0,0,0,0,28,30,0,0,62,32,36,24,56,56,64,64,64,0,38,60,26,48,0,50,26,0,0,50,48,24,0,26,22,78,40,0,0,0,30,28,32,26,40,40,0,0,0,0,0,26,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,46,84,44,38,0,0,50,54,54,54,30,116,114,116,116,32,30,32,70,60,46,30,32,30,88,52,68,78,28,36,38,0,0,60,60,66,68,66,66,60,60,30,30,30,36,36,36,36,62,62,60,0,0,0,0,0,0,0,0,0,0,98,34,0,0,0,30,0,0,0,0,0,28,0,0,62,32,36,0,56,56,66,66,66,0,38,60,0,48,0,50,0,0,0,50,48,24,0,26,22,78,40,0,0,0,30,28,32,26,40,40,0,0,0,0,0,26,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,46,84,44,38,0,0,52,56,54,56,30,116,116,116,116,32,30,32,64,60,46,32,36,30,88,52,68,78,28,36,38,0,0,60,60,68,68,68,68,60,60,30,30,30,36,36,36,36,60,60,60,24,24,30,28,28,30,98,98,98,0,98,34,0,0,0,30,0,0,30,32,30,32,0,0,62,32,36,26,56,56,66,66,66,0,38,60,26,48,0,50,0,0,0,50,48,24,0,26,0,78,40,0,0,0,30,28,0,26,40,40,0,0,0,0,0,26,20,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,46,84,44,38,34,0,50,56,54,56,30,116,116,116,116,32,24,24,68,60,34,32,36,30,88,50,68,76,28,28,34,0,0,60,60,68,66,68,68,60,60,0,0,0,34,34,36,34,60,60,62,0,0,0,0,0,0,0,0,0,0,98,34,40,26,0,0,0,0,0,0,30,30,0,0,62,32,28,0,56,56,66,66,66,0,38,60,0,48,30,50,0,0,0,50,48,28,0,26,0,78,40,0,0,0,30,28,0,26,40,40,0,0,0,0,0,26,20,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,22,84,44,38,34,0,50,56,54,56,30,116,116,116,116,32,24,24,64,56,44,32,36,30,86,50,60,72,28,28,34,0,0,60,60,66,68,68,68,60,60,30,30,30,34,36,36,36,62,62,62,26,26,28,28,28,0,0,0,0,0,98,34,40,26,0,0,0,0,30,28,28,30,0,0,62,32,28,24,54,52,66,66,66,0,38,60,0,48,30,50,0,0,0,50,48,28,0,26,24,78,30,0,0,0,32,34,32,26,40,40,0,0,0,0,0,30,20,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,22,84,44,38,34,0,50,56,54,56,30,116,118,116,116,32,24,24,68,56,44,32,36,30,90,50,60,74,28,28,36,0,0,60,60,0,0,0,0,60,60,0,0,0,0,0,0,0,62,62,62,0,0,0,0,0,0,98,98,98,0,98,34,26,26,0,0,0,0,0,0,28,30,0,0,62,34,30,0,54,52,64,58,66,0,38,60,0,48,26,50,0,0,0,50,48,28,0,26,24,0,30,0,0,0,32,34,32,0,40,40,0,0,0,0,0,30,20,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,24,22,66,44,38,34,0,50,56,54,56,30,116,118,116,116,32,24,24,70,56,44,32,36,30,92,50,60,76,28,28,36,0,0,60,60,68,68,64,66,60,60,30,30,32,36,36,36,36,64,62,62,24,24,0,0,0,0,0,0,0,0,98,34,26,26,0,0,0,0,30,30,0,30,0,0,62,34,30,24,54,52,64,58,66,0,42,60,0,48,26,50,0,74,0,50,48,28,0,26,20,74,40,36,84,84,34,34,34,0,40,40,0,0,0,0,0,32,20,0,42,84,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,54,22,84,44,38,34,0,50,56,54,56,30,116,118,116,116,32,24,24,70,56,44,32,36,30,92,50,68,74,28,28,36,0,0,60,60,66,66,68,66,60,60,0,0,0,36,34,34,36,64,64,64,24,0,26,26,28,28,0,0,0,0,98,34,26,26,0,0,0,0,30,30,30,30,0,0,62,34,30,26,54,52,64,58,66,0,42,60,26,48,26,50,24,76,0,50,48,28,0,0,20,74,40,36,80,48,32,34,34,0,40,40,0,0,0,0,0,30,20,0,42,82,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,54,44,84,44,38,34,0,50,56,54,56,30,116,118,116,116,32,24,24,60,58,44,32,36,30,94,50,68,76,28,28,36,0,0,60,60,66,66,66,66,60,60,30,30,32,36,34,36,36,64,64,64,26,0,28,28,28,30,98,98,98,20,98,34,26,26,0,0,0,20,28,30,30,28,0,0,62,34,30,24,54,54,64,58,66,0,42,60,0,48,26,50,0,76,0,50,48,28,0,0,20,74,40,36,80,48,32,34,34,0,38,40,0,0,0,0,0,30,20,0,42,82,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,54,44,68,0,0,34,0,50,56,54,56,36,116,118,116,116,34,32,34,68,58,44,32,36,30,92,50,68,74,32,38,38,0,0,60,60,66,66,66,66,60,60,0,0,0,36,36,36,36,64,64,64,24,24,0,0,0,0,98,98,98,0,98,34,26,26,0,0,0,0,0,0,32,28,0,0,62,34,36,24,54,54,64,58,66,0,38,60,0,48,26,50,0,76,0,50,48,28,0,0,20,74,40,36,80,48,32,34,34,0,38,40,0,0,0,0,0,30,20,0,42,82,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,44,82,0,0,34,0,50,56,54,56,36,116,118,116,116,34,32,34,70,56,48,32,36,30,92,50,22,76,32,38,38,0,0,60,60,68,68,68,68,60,60,0,0,0,34,0,0,0,64,64,64,26,26,0,0,0,0,0,0,0,0,98,34,26,26,0,0,0,0,28,30,0,0,0,0,62,34,36,0,54,54,64,58,66,0,38,60,0,48,26,50,0,76,0,50,48,28,0,0,20,76,40,36,86,84,32,34,34,22,38,40,0,0,0,0,0,30,0,0,42,84,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,44,82,0,0,32,0,54,54,54,56,36,116,118,116,116,34,32,34,70,54,48,32,36,32,86,50,22,76,32,38,38,0,0,60,60,68,68,68,68,60,60,0,0,0,36,34,36,34,64,64,64,0,0,26,28,28,28,98,98,98,24,98,34,26,26,0,0,0,0,28,28,28,28,0,0,62,32,36,0,54,54,64,58,66,18,38,60,24,48,28,50,0,76,0,50,48,28,0,0,20,76,40,36,86,84,32,34,34,22,38,40,0,0,0,0,0,30,0,0,42,84,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,44,82,0,0,32,0,50,54,54,56,36,116,118,116,116,34,32,34,70,48,48,32,36,32,88,50,54,74,30,38,38,0,0,60,60,68,68,66,68,64,60,30,28,30,34,34,34,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,34,26,26,0,0,0,0,0,0,28,28,0,0,62,32,36,0,54,54,50,52,50,0,38,62,0,48,34,50,0,76,0,50,48,28,0,0,20,76,40,36,86,84,32,34,34,22,38,40,0,0,0,0,0,30,0,0,42,84,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,44,82,0,0,32,0,50,54,54,56,36,116,116,116,116,34,32,34,68,38,48,32,36,32,86,50,54,74,30,38,38,0,0,60,60,68,66,66,66,60,60,0,0,0,34,36,36,34,62,62,62,24,24,30,28,30,30,98,98,98,24,98,34,26,26,0,0,0,22,28,30,0,0,0,0,62,32,36,26,46,48,50,52,50,0,38,62,0,48,34,50,0,76,0,50,48,28,0,0,20,76,42,36,86,84,32,34,34,24,38,40,0,0,0,0,0,30,0,0,42,84,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,44,82,0,0,32,0,50,54,54,56,36,116,116,116,116,34,32,34,68,38,48,32,32,32,88,52,54,78,30,38,36,24,0,60,60,66,68,66,68,60,60,30,32,30,34,36,34,34,62,62,62,0,0,30,28,30,30,98,98,98,0,98,34,26,26,0,0,0,0,0,0,30,30,0,28,62,38,36,0,46,48,50,52,50,0,38,62,0,48,34,50,0,76,0,50,48,28,0,0,20,76,42,36,86,84,32,34,34,24,38,40,0,0,0,0,0,30,0,0,42,84,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,44,84,0,0,32,22,50,54,54,56,36,116,118,116,116,34,32,34,74,38,48,32,34,32,86,52,54,78,30,38,36,0,0,60,60,70,70,70,68,60,60,30,30,32,34,34,34,34,60,60,60,26,0,0,0,0,0,0,0,0,0,98,34,26,26,0,0,0,0,30,28,30,30,0,28,0,38,36,26,46,48,50,52,50,0,38,62,0,44,34,0,0,76,0,50,44,28,0,0,20,78,30,40,86,84,32,34,36,24,38,40,0,0,0,0,0,32,0,0,30,84,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,46,84,0,38,32,22,50,56,56,54,36,116,120,116,116,34,32,34,68,38,48,32,38,32,90,52,54,76,30,38,36,0,0,60,60,70,72,72,72,60,60,32,32,30,36,36,34,34,62,62,62,0,0,28,30,30,28,98,98,98,22,98,34,26,26,0,0,0,0,0,0,30,28,0,28,0,38,36,0,46,48,50,52,50,0,38,62,24,44,34,0,0,76,0,50,44,28,0,0,20,78,30,40,86,84,32,34,36,24,38,40,0,0,0,0,0,32,0,22,30,84,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,46,84,0,38,32,22,50,56,56,54,24,116,120,116,116,34,22,24,72,36,48,32,38,32,90,52,70,74,30,38,36,0,0,60,60,72,68,70,68,60,60,32,32,30,36,36,36,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,0,26,26,0,0,0,0,30,30,28,30,26,28,62,38,36,0,46,48,66,64,66,0,38,62,0,44,34,20,0,76,0,50,44,26,0,24,20,78,30,40,86,84,32,34,36,24,38,40,0,0,0,0,0,32,0,22,30,84,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,46,82,0,38,32,22,50,56,56,54,24,116,116,116,116,34,34,24,70,36,34,32,38,32,92,52,28,74,32,38,36,0,0,60,60,72,72,72,72,60,60,0,0,0,36,36,36,36,64,62,62,24,24,30,28,28,0,0,0,0,0,98,0,26,26,0,0,0,0,28,28,30,30,26,28,62,38,36,0,46,48,66,64,66,0,38,62,24,44,34,20,0,76,0,50,44,26,0,24,20,76,30,40,86,84,30,28,28,28,38,40,0,0,0,0,0,28,0,22,30,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,54,46,82,0,38,32,22,52,54,54,54,24,116,118,116,116,34,34,24,72,36,34,32,38,32,92,52,28,76,32,38,36,0,0,60,60,72,72,72,72,60,60,30,28,30,36,36,36,36,62,62,64,24,0,30,30,28,30,98,98,98,24,98,0,26,26,0,0,0,0,0,0,28,28,26,28,62,38,36,24,46,48,66,64,66,0,38,62,0,44,34,20,0,76,0,50,44,26,0,24,20,76,30,40,86,84,30,28,28,28,38,40,0,0,0,0,0,28,0,22,30,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,28,44,82,0,38,32,22,50,54,54,54,24,116,118,116,116,28,24,26,72,52,34,36,38,32,92,30,62,76,32,38,36,0,0,60,60,72,72,72,72,60,60,30,28,30,36,36,36,36,62,62,62,24,24,28,30,30,28,0,0,0,0,98,0,26,26,0,0,0,0,0,0,0,0,26,28,62,38,36,0,46,48,66,64,66,0,38,62,24,44,34,20,0,76,0,50,44,26,0,24,20,76,30,40,86,84,30,28,28,28,38,40,0,0,0,0,0,28,0,22,30,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,28,44,84,0,38,32,22,50,54,54,54,24,116,116,116,116,28,24,26,72,52,34,36,38,32,88,30,62,76,32,38,36,0,0,60,60,72,72,72,70,60,60,30,30,28,34,36,36,36,62,64,64,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,32,30,30,32,26,28,62,38,36,24,46,48,66,64,66,0,40,62,26,44,34,20,0,76,0,50,44,26,0,24,20,78,42,32,86,84,28,30,26,28,38,40,0,0,0,0,0,30,0,22,44,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,28,20,84,24,28,32,22,50,56,54,56,24,116,116,116,116,28,24,26,72,52,34,36,38,34,88,30,68,72,32,38,38,0,0,60,60,72,72,72,70,60,60,0,0,0,36,36,36,36,64,62,62,0,0,28,30,28,28,98,98,98,0,98,0,0,0,0,30,30,0,0,0,30,30,26,28,62,38,36,0,46,48,66,64,66,0,40,62,24,44,34,20,26,76,0,50,44,26,0,24,0,78,42,32,86,84,28,30,26,28,38,40,0,0,0,0,0,30,0,22,44,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,84,28,20,66,24,28,32,22,50,56,54,56,24,116,114,116,116,28,24,26,72,52,34,36,38,34,86,30,68,78,32,38,38,0,0,60,60,72,72,72,72,60,60,0,0,0,36,36,36,36,64,62,62,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,30,30,0,0,0,30,30,26,28,60,38,36,0,46,48,66,58,60,0,40,60,30,44,34,20,28,76,0,44,44,26,0,24,0,76,42,32,84,84,28,30,26,28,38,40,0,0,0,0,0,30,0,22,44,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,88,28,44,82,24,28,32,22,52,54,54,54,24,116,120,116,116,28,32,26,72,52,34,30,32,32,88,30,68,74,32,38,38,0,0,60,60,70,68,70,70,60,60,0,0,0,38,36,36,36,64,64,64,26,24,28,28,28,30,98,98,98,24,98,0,0,0,0,30,30,0,0,0,30,32,26,28,60,38,36,24,46,48,66,58,60,0,40,60,0,44,34,20,0,76,0,44,44,26,0,24,0,76,42,32,84,84,28,30,26,26,0,38,0,0,0,0,0,30,0,22,44,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,88,28,20,82,24,28,32,22,54,54,54,56,24,116,118,116,116,28,32,26,68,52,34,30,38,32,88,30,68,76,32,0,38,0,0,58,60,68,70,70,68,58,54,0,0,0,36,36,38,36,64,64,64,0,0,28,28,28,28,98,98,98,24,98,0,32,0,0,28,30,0,32,30,30,30,26,28,60,38,0,0,46,48,66,58,60,0,22,60,26,44,34,20,26,76,0,44,44,26,30,24,0,76,42,32,84,84,28,30,26,26,0,38,0,0,0,0,0,30,0,22,44,84,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,88,28,20,82,24,28,32,24,50,54,54,56,24,116,114,116,116,28,32,26,68,52,34,30,32,32,88,30,56,76,32,0,38,0,0,60,60,70,70,70,70,60,60,32,34,32,36,34,34,36,62,64,62,0,0,30,28,28,0,0,0,0,0,98,0,32,0,0,28,30,0,30,30,30,30,24,28,60,38,0,0,46,48,60,60,60,0,22,60,26,44,34,20,26,76,0,44,44,26,30,20,0,76,42,32,84,84,28,30,26,26,0,38,0,0,0,0,0,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,28,20,62,24,28,0,24,50,54,54,56,24,116,118,116,116,28,22,26,68,50,34,30,32,32,88,30,68,72,32,0,38,0,0,60,60,66,66,66,66,60,62,28,30,30,36,36,34,34,64,62,62,24,26,28,28,28,26,0,0,0,0,98,0,32,0,0,28,30,22,30,30,30,28,24,28,60,38,0,24,52,50,60,60,60,0,40,60,28,44,34,20,26,76,0,44,44,26,30,20,0,76,42,26,84,84,28,34,32,26,0,38,0,0,0,0,0,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,28,24,62,24,28,0,26,52,56,56,56,24,116,118,116,116,28,22,26,72,38,42,34,34,34,90,30,68,72,32,0,38,0,0,60,60,66,66,66,66,60,60,30,32,32,34,36,36,36,62,62,62,0,0,28,30,0,30,98,98,98,22,98,0,32,0,0,28,30,0,32,32,30,30,24,28,60,38,0,0,52,50,60,60,60,0,40,60,0,44,0,20,0,76,0,44,44,26,30,20,0,76,42,26,84,84,28,34,32,26,28,26,0,0,0,0,0,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,28,24,62,24,28,0,26,52,56,56,56,24,116,118,116,116,28,22,26,68,38,42,34,34,34,92,30,70,74,30,0,38,0,0,60,60,66,66,66,66,60,60,32,32,30,36,36,34,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,0,32,0,0,28,30,0,0,0,30,28,24,28,60,38,0,0,52,50,66,64,66,0,40,60,24,44,0,20,30,76,0,44,44,26,30,20,0,76,42,26,84,84,28,34,32,26,28,26,0,0,0,0,0,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,28,24,82,24,28,0,26,52,56,56,56,24,116,118,116,116,28,22,26,74,38,42,34,34,34,90,30,70,74,30,0,38,0,0,60,60,60,68,66,66,60,60,0,0,0,34,36,36,34,62,62,62,24,26,0,0,0,0,0,0,0,0,98,0,32,0,0,28,30,0,30,30,0,0,24,0,60,0,0,26,52,50,66,64,66,0,30,60,26,44,0,20,26,76,0,44,44,26,30,20,0,76,40,40,84,84,28,36,34,26,28,26,0,0,0,0,0,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,28,24,82,26,30,0,26,52,56,54,56,24,116,118,116,116,28,22,26,74,38,42,30,34,34,90,30,70,94,30,0,38,0,0,58,58,68,66,66,66,56,56,30,30,30,36,36,36,36,62,62,62,0,0,30,28,30,30,98,98,98,24,98,0,32,0,0,28,30,0,34,30,30,0,24,0,60,34,36,0,52,50,66,64,66,0,30,60,0,44,0,20,0,76,0,44,44,26,30,20,0,76,40,40,84,84,28,36,34,26,28,26,0,0,0,0,22,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
