room_num,de:9f:db:91:0e:dd,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,66:eb:8c:0b:20:6e,fa:8f:ca:76:7d:4c,74:3e:2b:bd:7e:12,74:3e:2b:bd:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:3d:7e:18,74:3e:2b:7d:86:b8,40:a8:f0:6b:41:44,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,30:46:9a:fb:c5:a3,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:3e:9d:6c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:7e:9c:dc,74:3e:2b:7c:b6:88,74:3e:2b:be:88:22,74:3e:2b:be:9d:62,74:3e:2b:7c:d2:d8,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:7d:6d:48,74:3e:2b:bc:fb:7c,74:3e:2b:7c:fb:7c,74:3e:2b:7c:fb:78,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:68,74:3e:2b:be:c7:12,74:3e:2b:be:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:be:88:28,74:3e:2b:7e:88:28,74:3e:2b:3e:88:28,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:be:c7:52,ec:8c:a2:f2:7a:b8,74:3e:2b:be:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:bc:fb:72,74:3e:2b:3c:fb:78,74:3e:2b:be:c7:58,32:cd:a7:fc:3b:2b,74:3e:2b:be:1f:e2,74:3e:2b:be:9c:d8,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:bc:d2:dc,74:3e:2b:7c:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:be:a3:38,74:3e:2b:7d:04:d8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:be:9c:d2,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,1c:b0:44:cd:a2:48,74:3e:2b:bc:b6:8c,74:3e:2b:3c:d2:d8,b4:2a:0e:c7:0f:ae,74:3e:2b:7e:c7:58,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,ae:63:be:86:5c:03,74:3e:2b:bd:6d:42,74:3e:2b:3d:6d:48,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7d:6e:68,14:2d:27:37:99:60,74:3e:2b:3d:6e:68,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7e:1f:e8,c8:3a:35:90:b2:11,78:29:ed:4c:b2:51,74:3e:2b:bd:6f:88,fa:8f:ca:54:a2:6d,74:3e:2b:bc:b6:82,74:3e:2b:3c:b6:88,74:3e:2b:bd:6f:82,a0:64:8f:f7:d1:1d,74:3e:2b:7c:d5:08,40:49:0f:c3:fa:7b,74:3e:2b:bc:d2:d2,74:3e:2b:3e:c7:58,b8:ee:0e:d6:53:72,74:3e:2b:fe:88:2c,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,f8:f5:32:28:2d:c0,74:3e:2b:be:a3:32,74:3e:2b:fe:c7:5c,74:3e:2b:bd:04:dc,a8:9a:93:8a:84:7e,a0:8c:fd:6c:7d:10,2c:30:33:f8:b8:b9,b4:2a:0e:10:47:0a,10:86:8c:18:48:e8,74:3e:2b:be:c7:5c,74:3e:2b:3c:b6:8c,58:90:43:45:2b:e4,74:3e:2b:7d:6a:e8,74:3e:2b:7c:b6:8c,74:3e:2b:7e:c7:5c,74:3e:2b:3e:c7:5c,74:3e:2b:7e:88:2c,74:3e:2b:be:88:2c,74:3e:2b:7d:05:58,74:3e:2b:3e:88:2c
2,36,94,98,94,38,70,72,46,72,72,44,66,36,56,0,0,46,46,46,46,36,52,52,52,80,80,80,52,40,40,64,64,64,64,42,42,44,130,0,30,74,48,72,66,66,56,0,0,62,74,74,72,78,80,78,78,130,130,0,30,34,30,0,0,0,28,60,28,28,0,0,62,62,26,58,30,136,42,38,0,0,0,30,34,0,0,40,36,132,134,134,24,0,42,30,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,94,100,94,38,66,72,68,72,72,44,66,34,50,46,0,38,40,40,40,36,48,48,48,82,82,82,48,38,38,62,64,64,64,44,44,44,130,0,30,76,48,72,66,66,56,38,36,64,74,74,62,78,84,78,78,0,0,0,30,34,30,0,0,0,28,60,28,28,0,0,62,62,26,58,30,136,42,38,0,0,0,30,34,0,0,40,36,132,134,134,24,0,42,30,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,98,98,38,68,70,66,70,70,44,64,34,58,46,0,42,44,42,42,30,50,50,50,84,84,84,50,44,38,72,72,68,72,0,0,0,130,0,30,70,48,72,66,66,56,38,38,58,72,72,56,78,84,78,78,0,0,0,26,30,30,0,0,0,28,60,28,28,0,0,62,60,26,58,30,136,42,38,0,0,0,30,34,0,0,40,36,132,134,134,24,0,42,30,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,98,54,70,72,68,72,70,44,64,34,50,50,0,42,44,44,44,24,46,46,44,80,82,80,46,38,38,70,72,72,70,40,40,40,130,26,30,70,48,72,66,66,56,38,0,62,68,72,56,78,84,78,78,130,130,0,26,30,28,0,0,0,28,60,28,28,0,0,42,62,26,58,30,136,42,38,0,0,0,30,34,0,0,40,36,132,134,134,24,0,42,30,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,98,54,72,66,58,64,70,44,70,34,58,48,0,42,48,48,42,30,46,46,46,80,80,80,46,38,38,72,72,72,70,42,42,44,130,26,30,70,48,72,66,66,56,36,36,58,70,72,56,78,84,78,78,0,0,0,34,30,28,28,28,0,28,66,0,28,0,0,42,62,26,0,0,136,42,38,0,0,0,30,34,0,0,40,36,132,134,134,24,0,42,30,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,98,54,74,66,58,64,70,0,68,34,56,50,0,42,42,42,42,28,44,46,44,82,82,82,46,38,38,68,70,66,68,42,42,42,130,26,30,70,48,72,66,66,56,38,36,58,70,68,64,76,72,78,76,130,130,130,34,30,28,0,0,0,28,66,0,0,0,0,42,62,26,0,0,136,42,38,0,0,0,30,34,0,0,40,36,132,134,134,24,0,42,26,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,94,100,94,56,74,78,72,76,76,0,74,34,54,46,0,48,48,48,48,36,50,50,50,84,84,84,50,38,40,72,72,72,72,42,42,42,132,26,30,70,48,72,66,68,56,30,0,56,70,68,64,80,82,80,80,130,130,132,34,30,28,30,32,32,28,66,0,0,0,0,58,58,26,0,0,134,0,0,0,0,0,0,0,0,0,40,36,132,134,134,24,0,42,26,28,52,54,52,54,54,22,54,54,30,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,96,52,84,78,72,76,76,0,68,34,54,44,46,40,40,40,40,32,40,40,40,82,82,82,40,38,38,70,72,74,70,48,42,44,130,26,28,70,48,72,66,68,56,36,36,56,70,72,70,78,80,80,80,130,130,130,34,30,28,0,0,0,28,64,0,0,0,0,58,58,26,0,0,138,0,0,0,0,0,0,0,0,0,0,36,132,134,134,24,0,42,26,28,52,54,52,54,54,22,54,54,32,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,96,48,84,78,72,76,76,0,52,34,60,50,48,44,48,46,44,36,48,48,48,80,80,78,48,38,38,72,74,72,72,42,42,42,128,28,28,70,48,72,72,68,56,36,34,56,72,70,46,76,68,76,76,0,0,0,26,30,28,0,0,0,28,64,0,0,50,50,58,58,28,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26,26,52,54,52,54,56,22,54,54,32,34,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,96,52,72,72,66,70,72,0,52,34,64,44,0,50,48,48,48,32,44,46,46,80,78,78,46,36,38,72,72,72,74,40,42,42,130,28,28,70,48,72,72,68,56,0,0,60,72,72,52,80,82,78,78,130,130,130,26,30,28,28,28,30,28,64,0,0,0,0,62,64,28,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,52,54,52,54,56,22,54,54,30,28,28,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,100,96,52,74,70,76,70,70,0,72,34,64,46,46,42,42,46,44,36,46,46,46,78,78,78,44,36,36,72,72,74,72,0,0,0,130,28,28,70,48,72,72,68,56,36,38,58,72,72,52,80,82,78,78,130,130,130,26,30,28,38,28,26,28,64,0,0,46,46,60,60,28,0,0,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,52,54,52,54,56,22,54,54,32,32,30,26,28,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,36,96,100,96,54,72,66,68,66,66,0,72,34,64,40,0,44,46,42,42,34,46,48,50,78,78,78,50,36,36,74,74,74,72,46,0,0,130,28,28,70,48,72,72,68,56,38,0,60,72,72,52,80,82,78,78,128,128,128,26,30,28,32,30,30,28,64,0,30,0,0,56,56,28,58,30,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,52,54,52,54,56,22,54,54,32,32,30,26,28,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,96,98,98,48,70,70,66,70,70,46,70,34,56,48,46,40,42,42,40,32,46,46,44,80,78,80,46,38,36,72,68,70,70,0,0,0,130,28,28,74,48,72,72,68,56,36,0,60,74,74,68,80,82,78,78,130,130,130,26,30,28,30,30,30,28,64,30,30,46,48,56,62,28,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,0,0,52,54,54,22,54,54,32,34,32,26,30,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,96,98,96,40,74,70,66,70,70,44,70,34,64,46,46,42,42,42,42,34,46,46,46,80,78,78,46,38,38,70,68,68,68,44,0,0,130,28,28,70,48,72,72,68,56,36,34,56,72,72,68,80,80,78,78,130,130,130,26,28,28,30,30,30,28,64,30,30,46,46,56,62,28,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,0,0,52,54,54,0,54,54,30,34,28,26,26,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,96,98,98,40,70,70,66,72,72,44,70,34,64,46,0,42,42,42,42,32,42,42,42,80,80,80,42,38,38,68,72,72,70,44,42,44,130,28,32,72,48,72,72,68,56,34,34,58,72,72,68,80,78,78,78,130,130,130,32,28,28,30,30,28,28,64,30,30,0,0,56,62,28,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,0,0,52,54,54,0,54,58,30,34,28,26,26,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,92,92,92,54,66,72,70,72,72,44,64,34,64,46,46,42,44,44,42,32,46,46,46,76,76,76,46,38,38,72,72,72,72,48,44,44,130,28,32,72,48,72,72,68,0,36,34,58,74,68,56,80,78,78,78,130,130,130,34,28,32,0,0,0,28,64,30,30,0,0,56,62,28,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,0,0,52,54,54,0,0,58,30,34,28,26,26,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,98,92,54,66,72,70,72,72,44,64,34,64,0,0,44,44,46,44,32,48,46,48,78,78,78,48,38,38,70,72,72,72,0,0,0,130,28,32,72,0,0,72,68,0,32,34,62,74,68,56,80,78,78,78,130,130,130,34,28,32,0,0,0,0,62,30,30,0,0,62,62,28,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,0,0,52,54,54,22,0,58,30,34,28,26,26,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,96,100,96,54,70,72,70,72,72,44,66,34,56,46,0,38,36,36,38,34,46,46,46,78,78,78,46,0,0,72,74,72,72,48,44,44,130,28,32,72,0,0,72,68,0,0,0,62,74,68,56,80,72,80,80,130,130,130,34,28,32,30,28,28,0,62,30,30,0,0,64,64,28,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,0,0,52,54,54,20,0,58,30,34,26,26,28,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,52,74,72,70,72,72,46,66,0,62,44,0,40,40,40,40,36,46,46,46,78,78,78,46,0,0,74,72,72,72,44,44,44,130,28,32,72,0,0,72,68,0,34,0,62,72,72,68,82,28,80,82,130,130,130,34,28,32,0,0,0,0,62,30,30,0,44,64,64,30,58,28,138,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,52,0,52,54,54,20,0,58,28,28,28,26,28,36,36,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,46,76,72,72,72,72,46,66,0,56,52,50,42,44,44,44,28,48,48,48,78,80,78,48,36,36,72,70,70,70,42,42,42,130,28,32,72,0,0,72,68,0,34,34,46,72,72,68,82,82,82,82,130,130,130,34,28,32,0,0,0,0,62,30,30,50,0,42,40,30,58,28,136,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,52,54,50,54,56,20,0,58,30,34,28,26,28,36,38,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,56,76,72,72,72,72,44,68,0,56,44,40,40,42,42,40,34,50,50,50,80,80,80,50,40,38,72,72,72,72,46,0,0,132,28,32,72,0,0,72,68,0,0,0,56,72,72,68,82,86,82,82,0,0,0,34,28,32,28,30,28,0,62,28,30,38,40,58,58,30,60,28,138,42,40,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,26,26,52,54,50,54,56,20,0,58,30,34,28,26,28,36,38,26,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,102,98,56,58,72,68,72,72,48,68,0,56,42,40,44,40,40,40,34,44,44,42,78,78,78,42,0,0,70,70,70,70,46,48,0,130,28,32,72,0,0,72,68,0,0,0,48,72,72,68,82,86,82,82,0,0,0,34,28,32,28,30,28,0,62,28,30,38,0,58,58,30,60,28,138,44,44,24,0,0,0,36,30,28,28,30,0,0,0,0,0,0,26,26,52,54,50,54,56,20,0,58,30,34,28,26,28,36,38,26,22,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,96,98,96,44,64,72,64,70,70,48,48,0,56,46,44,44,44,44,44,32,48,48,48,80,80,80,48,38,38,72,72,72,70,0,0,0,130,30,32,72,0,0,72,68,0,34,36,62,70,68,68,82,86,82,82,0,0,0,34,28,32,28,28,30,0,62,28,30,44,44,62,62,30,60,28,138,44,44,24,24,22,0,36,30,28,28,30,0,0,0,0,0,0,0,26,52,54,50,54,56,20,0,58,30,34,28,26,28,36,38,26,22,18,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,88,58,88,44,68,72,64,70,70,48,44,0,56,48,46,50,50,46,46,24,48,48,48,82,82,82,50,36,36,70,72,72,72,38,40,40,130,30,32,72,0,0,72,68,0,0,0,62,70,68,68,82,86,82,82,0,0,0,34,28,32,28,0,0,0,62,28,30,46,46,62,62,30,60,28,136,44,44,26,22,26,28,36,30,28,28,30,0,0,0,0,0,0,0,26,52,54,50,54,56,20,0,58,30,34,28,30,28,36,38,26,22,18,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,96,98,98,50,80,70,68,70,70,48,68,0,56,48,0,44,44,44,44,34,42,42,44,78,78,78,44,38,48,72,74,74,72,44,44,0,130,32,32,72,0,0,72,68,0,36,0,62,70,68,68,82,86,82,82,0,0,0,34,28,32,0,0,0,0,62,28,30,0,0,40,62,30,60,28,136,44,44,0,0,0,26,36,0,26,34,30,0,0,132,0,22,0,0,26,52,54,50,54,56,20,0,58,30,34,28,30,28,36,38,26,22,18,34,22,28,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,98,96,50,74,70,68,70,70,48,68,0,56,54,48,44,42,44,42,34,48,48,48,80,78,78,48,36,36,66,68,68,70,46,46,0,130,30,32,72,0,0,0,0,0,36,0,60,70,68,68,82,86,82,82,0,0,0,34,28,32,0,0,0,0,62,28,30,0,0,62,62,30,60,28,136,44,44,24,26,24,32,36,32,30,34,30,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,36,38,26,22,18,34,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,98,96,50,72,62,64,62,62,48,68,0,56,46,46,44,44,42,42,38,46,46,44,80,80,80,46,38,38,72,72,74,72,46,0,0,130,30,32,72,0,0,0,0,0,36,0,60,70,68,68,82,86,82,82,0,0,0,34,28,32,0,0,0,0,62,28,30,48,46,60,60,30,60,28,138,44,44,26,24,0,28,36,0,0,34,34,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,36,38,26,22,18,34,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,96,100,98,38,72,72,68,72,70,48,68,0,56,48,48,0,0,44,42,36,46,46,46,82,82,82,44,36,0,74,74,72,72,44,46,44,130,34,32,72,0,0,0,0,0,0,0,60,72,68,66,82,86,82,82,0,0,0,34,28,32,28,30,28,0,62,28,30,48,48,60,60,30,60,28,136,44,44,24,0,20,28,0,0,0,34,34,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,0,38,26,22,18,34,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,44,74,70,68,70,70,48,64,0,64,46,46,42,44,44,44,36,44,46,46,82,82,82,44,38,36,74,72,72,72,44,44,44,130,34,32,70,0,0,0,0,0,0,0,60,70,72,50,82,86,82,82,0,0,0,34,28,32,0,0,0,0,62,28,0,46,46,60,60,30,60,28,138,42,44,22,24,26,32,32,32,32,34,34,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,0,38,0,22,18,34,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,96,98,96,50,74,70,68,70,70,44,68,0,64,46,46,44,44,44,44,34,46,44,46,82,82,82,44,38,48,72,72,72,72,0,0,0,130,32,32,72,0,0,0,0,0,0,34,60,72,68,66,82,86,82,82,0,0,0,34,28,32,30,28,30,0,62,28,0,46,46,60,60,30,60,0,138,42,40,22,24,24,32,32,30,30,38,34,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,0,38,0,22,18,34,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,96,98,96,48,76,70,66,70,70,46,68,0,64,0,0,44,44,42,44,34,46,44,46,82,82,82,46,38,38,74,72,72,74,46,46,44,130,32,32,72,0,0,0,0,0,0,0,60,72,68,66,82,86,82,82,0,0,0,34,28,32,0,0,0,0,62,28,0,0,0,60,60,30,58,0,138,42,40,22,0,0,32,32,30,30,36,32,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,0,38,0,22,18,32,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,96,94,92,50,76,64,66,70,70,42,66,0,64,52,46,42,44,42,44,34,44,44,44,82,82,82,44,38,38,72,72,72,72,0,0,0,130,32,0,68,0,0,0,0,0,0,0,60,72,68,58,82,86,82,82,0,0,0,34,28,32,28,28,26,0,62,28,0,0,0,60,60,30,58,0,138,40,40,24,0,22,24,32,30,32,36,34,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,58,30,34,28,30,28,0,38,0,22,18,32,24,28,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,98,98,98,50,76,72,68,70,70,42,66,0,64,48,46,44,44,42,44,34,46,44,44,82,82,82,44,38,38,70,70,70,70,50,0,46,130,30,0,68,0,0,0,0,0,0,0,60,72,68,58,82,86,82,82,0,0,0,0,28,0,0,0,0,0,62,28,0,46,0,60,60,30,58,0,136,40,40,22,24,24,32,32,28,32,34,34,0,0,132,0,16,0,0,0,52,54,50,54,56,20,0,0,30,34,28,30,28,0,38,0,22,18,32,24,32,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,98,98,98,50,72,64,66,70,70,42,66,0,64,48,0,44,44,44,44,34,44,46,44,80,82,82,44,0,0,72,70,70,68,46,46,46,130,30,0,68,0,0,0,0,0,36,34,60,72,68,58,82,86,82,82,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,60,60,30,58,0,136,40,40,0,18,18,32,36,30,30,32,32,0,0,132,0,0,0,0,0,52,54,50,54,56,20,0,0,30,34,28,30,28,0,38,0,22,18,32,24,32,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,92,92,92,50,76,64,56,70,70,42,68,0,64,0,0,42,44,46,44,34,44,44,44,82,82,82,44,0,0,70,72,72,70,0,0,0,130,30,0,68,0,0,0,0,0,34,0,60,72,70,68,82,86,82,82,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,60,60,30,58,0,138,40,40,0,0,0,32,36,30,30,32,32,0,0,132,0,0,0,0,0,52,54,50,54,56,0,0,0,30,34,28,30,28,0,38,0,22,18,32,24,32,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,92,98,92,48,74,64,66,70,70,42,70,0,64,0,0,48,44,44,44,34,44,44,44,82,82,82,46,38,38,68,70,70,70,44,0,0,130,38,0,68,0,0,0,0,0,0,0,60,72,70,48,0,86,82,82,0,0,0,0,0,0,28,30,28,0,0,28,0,0,0,60,60,0,58,0,134,40,40,0,0,0,32,36,0,0,32,36,0,0,132,0,0,0,0,0,0,54,50,0,56,0,0,0,30,34,0,30,0,0,38,0,0,18,32,24,32,28,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,98,100,98,50,74,70,68,70,70,42,44,0,72,46,0,42,44,42,44,34,46,46,44,82,82,82,46,38,38,70,70,70,70,0,0,0,130,38,0,70,0,0,0,0,0,0,0,46,72,70,68,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,40,60,0,58,0,136,40,40,0,0,0,32,36,30,30,32,36,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,18,32,24,32,28,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,96,98,96,50,74,70,68,70,70,42,46,0,56,50,48,42,44,46,46,34,46,44,46,80,82,82,44,38,38,72,72,72,72,46,46,46,130,38,0,70,0,0,0,0,0,36,34,64,72,70,68,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,0,58,0,136,40,40,0,0,0,32,36,0,0,36,36,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,32,18,32,28,36,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
