room_num,40:a8:f0:6b:41:44,14:2d:27:37:99:60,74:3e:2b:3e:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:be:9c:d2,74:3e:2b:7c:d4:28,74:3e:2b:3d:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:bd:7e:18,74:3e:2b:bd:7e:12,74:3e:2b:be:9c:d8,74:3e:2b:3c:fb:78,74:3e:2b:7c:fb:78,74:3e:2b:bc:fb:72,74:3e:2b:3d:6d:48,74:3e:2b:7d:6d:48,74:3e:2b:bd:6d:42,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:3d:86:b8,74:3e:2b:3e:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:be:c7:18,74:3e:2b:be:c7:12,74:3e:2b:be:9d:68,66:eb:8c:0b:20:6e,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,fa:8f:ca:76:7d:4c,ec:8c:a2:f2:7a:b8,74:3e:2b:bc:fb:7c,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:7c:fb:7c,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:04:dc,74:3e:2b:7d:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:7e:9c:dc,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:be:9d:62,74:3e:2b:7e:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:bc:b6:8c,74:3e:2b:7c:b6:88,74:3e:2b:7d:86:b8,74:3e:2b:bc:d4:22,c8:3a:35:90:b2:11,32:cd:a7:fc:3b:2b,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,74:3e:2b:bc:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:bc:d2:d2,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,74:3e:2b:7d:04:d8,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,de:9f:db:91:0e:dd,2c:30:33:f8:b8:b9,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:3c:d4:28,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7c:d2:dc,74:3e:2b:3d:04:d8,74:3e:2b:bd:04:d2,b4:2a:0e:c7:0f:ae,74:3e:2b:bd:86:b2,fa:8f:ca:54:a2:6d,74:3e:2b:be:1f:e8,b8:ee:0e:d6:53:72,74:3e:2b:bd:6f:88,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,74:3e:2b:be:a3:32,74:3e:2b:3d:6f:88,74:3e:2b:bc:b6:82,78:29:ed:4c:b2:51,74:3e:2b:be:88:28,74:3e:2b:be:c7:58,74:3e:2b:bd:6f:82,74:3e:2b:7d:6f:88,74:3e:2b:3c:b6:88,10:86:8c:18:48:e8,58:20:b1:3c:74:1f,74:3e:2b:7c:d5:08,74:3e:2b:be:a3:38
3,48,0,108,108,108,42,52,50,50,52,108,0,52,40,50,44,50,0,44,30,60,62,58,60,60,28,82,88,82,40,52,26,32,0,0,0,28,54,54,64,54,54,64,64,0,0,0,0,0,0,52,52,52,54,28,28,28,106,46,46,46,46,46,46,60,30,32,64,64,62,0,28,38,38,0,0,28,30,0,0,50,34,40,38,30,42,0,0,0,22,0,0,0,38,28,34,0,46,46,0,36,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,42,52,52,52,50,104,40,42,42,50,44,50,0,44,30,60,60,60,60,60,28,80,84,80,40,52,28,38,32,32,32,28,54,56,64,56,54,62,64,0,0,0,30,0,0,54,54,52,54,0,0,0,108,46,48,48,46,46,46,60,36,36,64,64,62,0,28,38,38,0,0,28,30,0,0,50,34,40,38,30,42,0,0,0,22,0,0,0,38,28,34,0,46,46,0,36,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,42,52,52,52,50,108,40,32,42,50,44,50,0,44,30,60,60,60,60,66,28,82,88,80,40,52,0,32,32,0,0,0,56,56,62,56,56,62,62,106,106,106,32,30,32,52,52,52,52,0,0,0,106,44,42,42,40,46,46,60,36,38,64,64,64,0,28,34,38,0,36,28,30,0,0,40,34,40,38,30,42,0,0,0,22,24,22,24,38,28,34,0,46,46,0,36,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,42,52,52,52,50,108,40,32,42,50,44,50,0,44,30,60,60,60,60,68,28,82,88,82,40,52,28,32,34,34,34,28,54,56,64,56,56,64,64,0,0,0,0,0,0,54,52,52,52,28,28,28,106,46,48,48,46,46,46,60,36,36,64,64,64,0,28,34,38,0,36,28,30,0,0,40,34,40,38,30,42,0,24,0,22,0,0,0,38,28,34,0,46,46,0,0,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,42,52,52,50,50,108,40,32,42,54,60,50,0,44,30,54,60,60,60,68,28,82,88,82,40,52,28,32,32,0,0,30,54,56,64,54,56,62,64,106,106,106,30,28,30,54,54,54,54,28,28,28,106,46,46,46,46,46,46,60,36,36,64,64,64,0,28,34,40,0,36,28,28,22,22,40,34,40,38,30,42,0,0,0,22,0,0,0,38,30,32,20,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,42,52,52,50,50,106,40,42,42,50,42,50,0,44,30,62,62,56,62,68,28,82,88,82,60,52,30,0,0,0,0,28,56,54,64,54,54,64,64,0,0,0,32,0,0,54,52,54,54,30,28,28,106,46,46,46,46,54,50,30,36,36,64,64,64,0,28,34,40,0,36,28,28,0,0,40,34,40,38,30,42,0,0,0,24,0,0,0,38,30,32,0,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,42,52,60,56,52,108,40,42,42,54,60,50,0,44,30,62,62,56,56,68,28,82,88,82,60,52,0,34,32,32,32,0,56,54,64,54,54,64,62,106,106,106,32,32,32,54,54,54,54,28,30,30,106,48,46,48,46,54,50,30,38,38,64,64,64,0,28,34,40,0,36,28,28,0,0,40,34,40,38,30,42,0,0,0,24,0,0,0,38,30,32,0,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,42,52,60,56,52,106,40,42,42,54,60,50,0,44,30,62,62,56,56,66,28,80,88,80,66,52,28,32,32,32,0,26,56,56,64,56,56,64,64,106,106,106,32,30,32,52,54,52,54,30,30,28,106,46,46,46,46,54,50,30,36,36,64,64,62,0,28,34,40,0,32,28,28,0,0,40,34,40,38,30,42,0,0,0,24,24,22,26,38,30,32,0,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,42,52,60,46,52,104,40,42,42,54,62,54,0,44,30,62,62,56,56,66,24,80,88,80,66,52,28,34,34,32,36,28,54,54,62,54,54,62,64,0,0,0,0,0,0,56,54,54,54,30,30,30,106,46,46,46,46,54,50,30,0,0,64,64,62,0,28,34,40,0,32,28,28,0,0,40,34,40,42,42,42,0,0,0,24,0,0,0,38,30,32,0,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,52,60,46,52,104,40,42,42,52,66,54,0,44,30,62,60,56,56,66,24,82,88,82,66,52,0,32,0,0,0,0,54,54,66,56,54,64,64,106,106,106,0,0,32,54,52,52,54,30,30,34,106,48,46,46,48,54,50,30,0,0,64,64,62,0,28,34,40,52,32,28,28,20,24,40,34,40,42,42,42,0,0,0,24,0,0,0,38,30,32,0,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,52,60,46,52,108,40,42,42,52,66,54,0,44,30,62,60,56,56,66,24,82,88,82,66,52,0,32,32,0,0,0,54,56,62,54,54,62,62,106,106,106,0,0,0,52,54,54,54,30,30,30,106,48,46,46,46,54,50,30,36,36,64,62,62,0,28,34,40,52,32,0,28,0,0,40,0,40,42,42,42,0,0,0,24,24,24,24,38,30,32,0,46,46,0,34,0,0,0,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,52,60,46,52,108,40,42,42,52,66,54,0,44,30,62,60,56,56,66,24,82,88,82,66,52,0,32,32,34,32,0,54,54,62,54,54,62,62,0,0,0,0,0,0,54,54,54,54,32,34,30,108,48,46,48,44,54,50,54,0,0,64,62,62,0,28,34,40,52,32,0,28,0,0,40,0,40,42,42,0,0,0,0,24,0,0,0,38,30,32,0,0,0,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,0,108,108,108,42,52,60,46,52,106,34,36,34,52,66,54,0,0,30,62,60,56,56,66,24,80,86,80,66,0,28,34,32,34,34,28,54,54,64,54,56,62,64,104,104,106,30,32,32,54,52,52,52,0,0,0,106,44,46,46,44,54,50,54,0,0,64,62,62,0,28,34,38,52,32,26,28,22,20,40,0,40,42,42,0,0,0,0,24,0,0,0,38,30,32,22,0,0,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,42,52,60,46,52,54,34,36,34,52,66,54,0,0,30,60,60,60,60,66,24,82,88,82,66,0,28,38,36,0,0,28,54,54,64,54,54,64,64,0,0,0,36,0,0,54,54,56,54,28,30,28,106,46,46,48,46,54,50,54,36,36,64,62,62,0,28,34,38,52,32,26,28,0,0,40,0,40,42,42,0,0,0,0,24,0,0,0,38,30,32,0,44,0,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,42,26,52,46,52,54,34,44,40,52,66,54,0,54,30,56,60,60,60,66,24,82,86,82,38,0,30,34,32,34,34,0,54,54,68,54,54,62,64,0,0,0,30,32,32,50,54,54,52,28,28,28,106,44,44,46,46,54,50,54,38,36,64,62,62,0,28,34,38,52,32,26,28,0,0,40,0,40,42,42,0,0,0,0,24,0,0,0,38,30,32,0,44,0,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,0,26,52,46,52,106,34,44,40,52,66,54,0,54,30,60,60,64,58,66,24,82,88,82,40,0,28,34,34,34,0,0,56,54,66,56,56,64,64,0,0,0,0,0,0,50,50,52,50,30,30,30,106,48,46,44,44,54,50,54,36,36,64,62,62,0,0,34,38,52,32,26,28,0,0,40,56,48,42,42,42,0,0,0,24,0,0,0,0,30,32,0,44,46,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,108,108,0,26,52,48,50,108,34,34,34,52,66,54,0,54,30,58,58,64,58,66,24,82,88,82,40,0,0,34,34,34,34,0,56,56,62,56,56,62,62,0,0,0,36,32,34,52,52,54,52,34,30,28,108,46,46,46,46,54,50,54,38,36,64,62,62,0,0,34,38,52,32,26,28,0,0,40,56,48,42,42,42,0,0,0,24,0,0,0,0,30,32,0,44,46,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,0,26,52,48,50,106,34,42,34,52,66,54,0,54,30,58,58,58,58,32,24,82,86,82,40,0,0,34,0,0,0,0,56,56,62,56,56,62,62,106,106,108,30,32,32,54,52,54,52,30,30,30,108,44,44,46,44,54,50,54,36,34,64,62,64,0,0,34,38,52,32,26,28,0,0,38,32,48,42,42,42,0,0,0,24,24,26,22,0,30,32,0,44,46,0,34,0,22,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,0,52,52,46,50,106,34,42,34,52,60,54,0,54,0,58,58,58,58,32,26,82,86,82,64,0,28,34,32,32,34,28,56,56,62,56,56,62,62,0,0,0,34,0,0,54,52,54,52,30,30,30,108,48,46,46,46,54,50,54,36,36,64,62,64,0,0,0,38,52,32,26,28,0,0,38,32,48,42,42,36,0,0,0,24,0,0,0,0,30,32,0,44,46,0,34,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,106,108,0,52,52,48,50,106,34,42,34,52,60,54,0,54,0,58,58,58,58,80,26,82,86,82,66,0,0,0,0,0,0,0,56,56,62,56,56,62,62,106,106,108,34,36,36,48,54,54,52,28,30,28,108,46,46,44,46,54,50,54,0,0,64,62,64,0,0,0,38,52,36,26,28,0,0,38,32,48,42,42,36,0,0,0,24,24,22,26,0,30,32,0,44,46,0,34,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,106,108,0,52,52,48,50,106,34,42,34,54,62,54,0,54,0,62,62,62,62,80,28,82,86,82,46,0,28,32,32,32,34,28,56,56,62,56,56,62,62,0,0,0,0,0,0,54,56,56,54,30,28,30,108,44,46,46,46,54,50,58,36,36,64,62,64,18,0,0,38,52,36,26,28,0,0,38,32,48,42,42,36,0,0,0,24,0,0,0,0,30,0,0,44,46,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,106,108,0,52,52,48,50,106,34,42,34,54,62,54,0,54,36,64,60,62,62,80,28,82,86,82,66,0,0,34,32,32,32,0,56,56,62,56,56,62,62,106,106,108,36,34,34,54,54,56,54,30,28,28,108,44,44,44,46,0,0,58,36,38,64,62,64,0,26,0,38,52,36,26,28,22,20,38,32,48,42,42,36,0,0,0,0,0,0,0,0,30,0,22,44,46,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,106,108,0,52,52,46,50,108,34,42,34,54,62,52,0,54,36,64,60,62,62,80,28,82,86,80,66,0,28,0,0,0,0,28,56,56,62,56,58,62,62,0,0,0,0,0,0,56,54,54,54,30,28,30,108,44,46,46,46,0,0,58,0,0,64,62,64,0,26,0,38,52,36,26,28,0,0,38,56,48,42,42,36,0,0,0,0,0,0,0,0,30,0,0,44,46,0,0,0,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,106,108,0,52,52,68,50,106,34,42,34,54,62,52,0,54,36,60,60,60,60,80,28,82,86,80,66,0,26,32,30,32,32,28,56,56,62,56,56,62,62,0,0,0,0,0,0,56,54,54,54,28,30,28,108,44,44,44,48,0,0,58,38,36,64,62,64,0,26,0,38,52,36,26,28,0,0,48,56,50,42,42,36,0,0,0,0,0,0,0,0,30,0,0,44,46,0,0,0,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,108,108,0,52,52,36,50,108,34,42,34,54,46,52,0,44,36,60,60,60,60,64,28,82,88,82,46,0,0,32,0,0,0,0,56,56,66,56,56,0,62,108,108,108,34,32,34,54,52,56,54,30,28,28,108,46,46,46,44,0,0,58,38,36,56,56,56,0,26,0,38,52,36,26,28,0,0,40,46,46,42,42,36,0,0,0,0,22,0,20,0,30,0,0,44,46,0,0,24,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,26,108,108,108,0,52,52,46,52,104,36,34,34,54,62,52,0,46,36,60,60,60,60,64,26,82,86,82,50,0,28,32,32,34,32,28,56,58,62,56,56,62,62,0,0,0,0,0,0,54,54,54,52,28,28,28,108,46,44,46,44,0,0,58,0,0,56,56,56,0,26,0,38,0,36,26,28,0,0,40,46,46,42,42,36,0,0,0,0,0,0,0,0,30,0,0,44,46,0,0,24,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52,26,110,110,110,0,52,52,46,52,104,36,34,34,54,62,52,0,46,36,60,60,60,60,66,26,82,86,82,26,0,28,32,32,0,0,28,56,56,64,56,56,62,62,106,106,108,34,34,34,54,52,54,52,28,28,28,108,44,46,44,46,0,0,58,34,36,56,56,56,0,26,0,38,0,36,26,28,0,0,50,56,50,42,42,36,0,0,0,0,24,24,22,0,30,0,0,44,46,0,34,24,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,26,110,110,110,0,52,52,46,52,106,36,34,34,54,60,54,0,46,36,60,60,60,60,66,26,82,88,82,36,0,26,32,32,30,32,26,54,54,64,54,54,62,62,0,0,0,34,0,0,52,50,52,50,28,28,30,106,50,48,48,48,0,0,58,36,36,56,56,56,0,26,0,38,0,36,26,28,0,0,50,56,50,42,42,36,0,0,0,0,0,0,0,0,30,0,0,44,46,0,34,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,26,110,110,110,0,52,52,46,52,104,36,34,34,54,60,54,0,46,36,60,60,60,60,66,30,82,86,82,36,0,0,32,0,0,0,0,54,54,62,54,54,62,62,104,104,106,32,32,32,52,54,54,52,0,0,0,106,46,46,48,48,0,0,58,36,36,56,56,56,0,26,24,0,0,36,0,0,0,0,52,54,52,42,42,36,0,0,0,0,0,26,22,0,30,0,0,44,46,0,34,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,26,110,110,110,0,52,52,46,52,104,36,42,34,54,60,52,0,46,36,60,60,60,60,66,30,82,88,80,66,0,30,32,0,0,0,28,54,54,62,54,56,62,62,0,0,0,0,0,0,52,54,54,54,28,28,28,106,44,48,48,46,0,0,58,0,0,56,56,56,0,26,24,0,0,36,0,0,0,0,52,54,52,42,42,36,0,0,0,26,0,0,0,0,30,0,0,0,46,0,34,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,26,110,110,110,42,52,52,46,52,104,36,44,34,54,60,52,30,72,36,60,60,58,58,66,30,82,86,80,66,0,0,30,30,32,30,0,56,56,62,56,56,62,62,106,106,106,32,32,34,54,54,54,56,30,28,28,106,46,48,44,46,0,0,58,36,38,56,56,56,0,22,24,40,0,36,26,32,22,22,52,54,52,42,42,36,0,0,0,26,0,0,0,38,30,36,20,0,46,0,34,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,110,110,110,42,52,52,46,52,106,36,44,34,54,60,52,30,72,36,60,60,60,62,66,30,82,90,78,58,0,28,30,32,32,32,28,54,54,62,54,54,62,62,0,0,0,30,0,0,52,50,52,52,30,28,28,106,48,48,46,46,0,0,58,38,36,56,56,56,0,22,24,40,0,36,26,32,0,0,52,54,52,42,58,36,0,0,0,26,0,0,0,38,30,36,0,0,0,0,34,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,110,110,110,42,52,52,46,52,106,36,44,34,54,60,52,30,72,36,60,60,60,62,60,30,82,88,82,66,0,0,32,0,0,0,0,54,54,64,54,54,64,64,0,0,0,32,0,0,52,54,56,54,30,30,30,106,48,48,48,46,0,0,58,36,38,56,56,56,0,22,24,40,0,36,26,32,0,0,52,34,40,42,58,36,0,0,0,26,24,24,26,38,30,36,0,0,0,0,34,24,0,0,18,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,110,110,110,42,52,52,46,52,106,36,48,34,54,60,52,42,72,36,62,62,78,62,60,30,82,88,82,66,0,28,30,32,32,32,28,54,54,62,54,54,62,62,0,0,0,38,0,0,52,52,52,52,30,28,28,106,46,46,46,46,0,0,58,0,0,56,56,56,18,22,24,40,0,36,26,32,0,0,52,34,40,44,46,36,0,0,0,26,0,0,0,38,30,36,0,0,0,0,34,24,0,0,18,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,106,106,106,42,52,52,46,52,104,36,32,34,52,60,52,42,72,32,62,62,78,62,66,30,86,88,82,66,0,28,32,0,0,0,0,54,54,62,54,54,62,62,104,104,104,34,34,34,54,54,54,54,30,30,30,106,50,46,48,48,0,0,58,36,36,64,64,64,0,22,24,40,0,36,26,32,0,0,52,56,50,44,46,0,0,0,0,26,24,26,24,38,30,36,0,0,0,0,34,24,0,0,18,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,106,106,106,42,52,52,46,52,104,36,32,34,54,62,52,42,72,32,62,62,78,62,66,26,86,88,82,40,0,28,34,32,32,32,28,54,54,64,54,54,62,62,0,0,0,0,0,0,52,52,52,52,30,30,30,106,48,46,48,46,0,0,58,38,36,64,64,64,16,22,24,40,0,36,26,32,0,0,52,56,50,44,46,0,0,0,0,26,0,0,0,38,30,36,0,0,0,0,34,24,0,0,18,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,26,106,106,106,44,52,52,48,52,104,36,42,34,54,62,52,40,72,32,58,58,78,62,66,26,82,86,82,40,0,0,32,0,0,0,0,54,54,62,54,54,62,62,106,108,108,0,34,0,52,54,52,56,30,30,30,108,48,46,46,46,0,0,0,0,0,64,64,64,0,22,24,40,0,36,42,32,22,20,52,56,50,44,46,0,0,0,0,26,0,0,0,38,28,36,0,0,0,0,32,24,0,24,18,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,26,106,106,106,44,52,52,48,52,106,36,42,34,54,62,52,40,72,32,58,58,78,62,66,26,82,86,82,40,42,28,32,34,0,0,30,54,54,62,54,54,62,62,0,0,0,0,0,0,52,52,52,52,28,30,30,106,48,48,46,46,56,0,0,36,36,64,64,64,0,22,24,40,0,36,42,32,0,0,52,36,50,44,46,0,0,0,0,30,0,0,0,38,28,36,0,0,0,0,32,24,0,24,18,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,26,106,106,106,44,52,52,48,52,106,42,44,40,54,62,52,40,48,32,60,58,78,60,66,26,78,84,78,42,42,0,32,32,32,32,0,54,54,62,54,54,62,62,106,106,106,34,34,36,54,48,50,52,30,28,30,106,48,46,48,46,56,0,0,0,0,64,64,64,0,22,24,40,0,36,42,32,0,0,52,36,50,44,46,0,0,0,0,30,0,0,0,38,28,36,0,0,0,0,32,24,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,26,106,106,106,44,52,52,48,52,102,42,44,40,54,62,52,40,48,32,60,62,60,60,66,26,80,88,80,68,42,0,32,0,0,0,0,54,54,62,54,54,62,62,106,106,106,0,0,0,52,54,52,52,30,30,30,106,46,48,46,44,56,0,0,0,36,64,64,64,0,22,24,40,0,36,42,32,0,0,50,58,50,44,46,0,0,0,0,30,0,0,22,38,28,34,0,0,0,0,32,24,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,26,106,106,106,44,52,52,48,52,104,42,44,40,52,62,52,40,48,32,60,62,60,60,64,26,80,84,80,64,60,28,34,32,32,32,26,54,54,64,54,54,62,62,0,0,0,38,0,0,54,50,52,52,30,30,30,106,46,48,48,46,56,0,0,36,36,64,64,64,16,22,24,40,0,36,42,32,0,0,50,58,50,44,46,0,0,0,0,30,0,0,0,38,28,34,0,0,0,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,0,106,106,106,44,0,50,48,0,108,40,44,42,52,62,52,40,48,32,66,66,62,60,64,26,80,86,80,70,58,0,36,32,32,32,0,56,56,62,56,56,62,62,104,104,106,34,34,34,50,50,50,50,28,30,30,106,46,46,46,46,56,0,0,36,38,64,64,64,0,22,24,40,0,36,42,32,22,0,50,58,50,44,46,0,0,0,0,30,0,0,0,56,28,34,0,0,0,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,0,106,106,106,44,0,50,48,0,108,40,44,42,52,62,52,40,48,32,60,60,64,60,62,26,80,86,80,68,58,0,32,34,34,34,0,56,56,62,56,56,62,62,106,106,106,0,0,0,50,48,52,48,30,30,30,106,0,0,0,0,56,0,0,36,36,64,64,64,0,22,24,40,0,34,42,32,0,0,50,58,50,44,46,28,24,0,0,30,20,22,24,56,28,34,0,34,34,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,0,106,106,106,44,0,50,48,50,108,40,44,42,52,62,52,40,48,32,60,60,60,60,62,24,80,86,80,68,58,28,32,32,32,34,28,56,56,62,56,56,62,62,0,0,0,0,0,0,52,50,52,50,28,28,30,106,46,46,46,46,56,0,0,38,36,64,64,64,0,22,24,40,0,34,42,32,0,0,50,58,50,44,46,60,0,0,0,30,0,0,0,56,28,34,0,34,34,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,0,106,106,106,46,0,50,48,50,104,40,44,42,52,62,52,40,48,32,60,60,62,60,62,24,80,86,80,64,58,0,0,0,0,0,0,56,56,60,56,56,62,62,106,106,106,32,32,32,56,52,54,52,30,30,28,106,46,46,46,46,56,0,0,0,0,64,64,64,0,26,0,40,0,34,28,28,24,0,50,58,50,44,46,60,0,0,0,30,0,0,0,40,28,32,0,34,34,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,46,0,106,106,106,46,0,50,48,50,108,40,44,42,52,62,0,40,48,32,60,60,60,60,62,24,80,86,80,64,58,28,32,32,36,34,28,56,56,62,56,56,62,62,0,0,0,0,0,0,52,52,52,52,30,30,30,106,46,46,44,46,56,0,0,36,36,64,64,64,0,26,0,40,0,34,28,28,0,0,50,58,50,44,46,60,0,0,0,30,0,0,0,40,28,32,0,34,34,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,50,0,106,106,106,46,0,50,48,50,104,36,40,42,52,62,0,40,52,32,60,60,62,60,62,32,82,86,82,64,56,26,32,32,32,34,0,56,56,62,56,56,62,62,106,108,108,32,32,32,52,52,52,52,30,30,30,108,46,48,46,48,56,0,0,0,0,64,64,64,0,26,0,40,0,34,28,28,22,22,50,58,50,44,46,60,0,0,0,30,0,0,0,40,28,32,20,34,34,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,50,24,106,106,106,46,0,50,48,50,104,36,40,42,52,62,0,40,52,32,60,60,62,60,64,32,82,86,82,64,56,28,0,0,0,0,0,56,56,62,56,56,62,62,0,0,0,0,0,0,52,52,52,52,30,30,28,106,46,48,46,46,56,0,0,36,36,64,64,64,0,26,0,40,0,34,28,28,0,0,50,58,50,44,46,60,0,0,0,30,0,0,0,40,28,32,0,34,34,0,32,0,0,24,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0
3,50,24,106,106,106,46,52,52,54,50,104,36,34,42,52,62,0,34,48,32,60,60,62,60,64,32,82,88,82,64,56,26,34,34,34,34,0,56,56,62,56,56,62,62,106,106,106,30,32,32,52,52,52,52,28,28,30,108,46,48,48,46,56,0,0,36,36,64,64,64,0,26,34,40,0,34,28,28,0,0,50,58,50,44,44,60,0,0,0,30,0,0,0,40,28,32,0,34,34,0,32,0,0,24,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
