room_num,ec:8c:a2:f2:7a:b8,fa:8f:ca:54:a2:6d,74:3e:2b:7d:04:d8,74:3e:2b:7d:79:b8,74:3e:2b:be:1f:e8,74:3e:2b:be:1f:e2,74:3e:2b:3d:6d:48,14:2d:27:37:99:60,74:3e:2b:be:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:62,74:3e:2b:7e:88:28,74:3e:2b:be:9c:d2,74:3e:2b:be:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,74:3e:2b:be:88:22,74:3e:2b:be:88:28,74:3e:2b:3e:88:28,66:eb:8c:0b:20:6e,74:3e:2b:7d:86:b8,74:3e:2b:bd:7e:18,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,fa:8f:ca:76:7d:4c,30:46:9a:fb:c5:a1,74:3e:2b:be:c7:18,40:a8:f0:6b:41:44,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,fa:8f:ca:52:95:af,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,ec:8c:a2:b2:7a:bc,ec:8c:a2:f2:7a:bc,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:bd:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7e:9c:dc,de:9f:db:91:0e:dd,74:3e:2b:bd:6f:88,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:7e:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:bc:d2:dc,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:7c:b6:88,74:3e:2b:3c:b6:88,74:3e:2b:bd:85:a2,74:3e:2b:bd:6d:42,74:3e:2b:bc:d2:d2,74:3e:2b:7d:04:dc,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:be:c7:12,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:1f:ec,74:3e:2b:7c:fb:78,74:3e:2b:3d:85:a8,74:3e:2b:bc:fb:7c,74:3e:2b:3d:7e:18,74:3e:2b:7d:6d:48,f8:f5:32:28:2d:c0,74:3e:2b:7c:fb:7c,74:3e:2b:bd:79:b2,3c:17:10:94:eb:8e,74:3e:2b:bd:7e:12,74:3e:2b:7d:7e:18,74:3e:2b:be:a3:38,74:3e:2b:bd:6f:82,74:3e:2b:bc:b6:82,b8:ee:0e:d6:53:72,74:3e:2b:3d:79:b8,74:3e:2b:3c:fb:78,32:cd:a7:fc:3b:2b,ec:8c:a2:b2:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bd:6e:62,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,2c:30:33:f8:b8:b9,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7c:d2:dc,a8:9a:93:8a:84:7e,74:3e:2b:3c:d2:dc,b4:2a:0e:10:47:0a,78:29:ed:19:cb:ef,74:3e:2b:bd:6e:68,58:20:b1:3c:74:1f,b4:2a:0e:c7:0f:ae,74:3e:2b:bc:fb:72,ec:8c:a2:72:7a:b8,c8:3a:35:90:b2:11,10:86:8c:18:48:e8,78:29:ed:4c:b2:51,2c:30:33:ff:a5:f9,74:3e:2b:be:a3:32,a0:8c:fd:6c:7d:10,58:90:43:45:2b:e4,74:3e:2b:3e:a3:38,30:46:9a:fb:c5:a3,74:3e:2b:be:c7:58,e6:f5:32:28:2d:c3,74:3e:2b:bc:b6:8c
1,82,22,40,88,0,0,36,0,48,52,50,50,30,118,122,118,118,30,30,30,80,50,48,30,34,28,84,40,52,84,0,0,0,0,0,64,64,66,66,64,66,64,64,28,30,32,50,50,50,50,78,76,80,0,28,36,36,36,36,108,108,110,0,108,28,32,24,28,0,0,0,42,44,0,0,28,30,68,34,0,0,40,40,62,62,62,0,36,72,0,48,26,24,0,84,0,50,48,0,32,28,0,82,0,32,82,82,0,0,0,28,26,28,0,0,0,0,0,24,0,0,0,84,0,24,0,0,0,0,0,0,0,0,0,0
1,84,22,40,88,0,0,36,0,48,52,50,50,30,118,124,118,118,30,30,30,80,50,48,30,34,28,96,40,52,84,0,0,0,0,0,66,66,66,66,66,66,66,66,30,30,28,50,50,50,50,80,78,80,26,28,36,38,36,36,0,0,0,0,108,28,32,24,28,0,0,30,42,42,0,38,28,30,70,34,0,28,40,40,62,62,62,0,36,72,36,48,26,24,36,84,0,50,48,0,32,28,0,84,0,32,80,80,0,0,0,28,26,28,34,0,32,0,0,0,0,0,0,82,0,24,0,0,0,0,0,0,0,0,0,0
1,80,22,40,88,0,0,36,0,48,52,50,52,30,118,124,118,118,30,30,30,80,50,48,30,34,0,94,40,52,84,0,0,0,28,30,62,64,66,66,64,66,64,62,0,0,0,50,50,50,50,80,78,78,28,28,36,38,36,36,108,108,110,28,110,28,30,24,28,0,0,32,42,44,36,38,28,30,70,34,0,28,52,40,62,62,62,0,36,72,0,48,26,24,0,84,0,50,48,0,32,28,0,84,0,32,82,82,0,0,0,28,26,34,32,0,32,0,0,26,0,0,0,82,0,24,0,0,0,0,0,0,0,22,0,0
1,80,22,40,88,0,0,36,0,48,52,50,52,0,118,124,118,118,0,32,0,80,50,48,30,34,0,94,38,62,84,0,0,40,0,0,64,64,64,64,64,64,64,64,0,0,0,48,48,48,48,76,76,76,28,0,38,38,38,0,0,0,0,0,108,28,30,24,28,0,0,0,44,44,40,38,28,0,70,34,0,0,52,40,62,62,62,0,36,72,36,48,26,24,36,84,0,50,48,0,32,28,0,84,0,32,82,82,0,0,0,28,26,34,0,0,0,0,0,26,0,0,0,82,0,0,0,0,0,0,0,0,0,22,0,0
1,80,22,40,88,0,0,36,0,48,52,50,52,0,118,120,118,118,0,32,0,78,50,48,0,34,0,72,38,62,82,0,0,36,30,0,60,62,64,64,66,64,60,60,28,28,30,48,48,48,48,78,78,78,28,28,38,38,38,38,0,0,0,32,110,28,30,24,28,0,0,34,44,44,0,0,28,0,70,34,0,28,52,40,62,62,62,0,36,72,0,48,26,20,34,84,0,50,48,0,32,28,0,84,0,32,84,84,32,32,0,28,26,34,32,0,32,0,0,28,0,0,0,84,0,0,0,0,0,0,0,0,0,22,0,0
1,82,22,40,88,0,0,36,0,48,52,50,52,0,118,124,118,118,0,32,0,82,52,48,0,34,0,84,38,62,54,0,0,36,26,28,66,64,64,64,66,64,64,64,30,28,30,48,48,48,48,78,78,78,28,0,36,38,0,0,108,108,108,26,110,28,30,24,28,0,0,34,44,42,36,36,28,0,70,34,0,26,52,52,62,62,62,0,36,72,38,48,26,20,38,84,0,50,48,0,32,28,0,84,0,32,80,80,32,32,0,28,36,34,34,0,34,0,0,28,0,0,0,80,0,0,0,0,0,0,0,0,0,22,0,0
1,82,22,40,88,0,0,36,0,48,52,50,52,0,118,66,118,118,0,32,0,80,50,48,0,34,0,78,38,64,56,0,34,36,0,0,66,64,64,64,64,64,64,64,0,0,0,46,48,48,48,76,76,76,28,28,38,38,0,0,108,108,110,0,110,28,30,24,28,0,0,34,44,44,36,0,0,0,70,34,0,28,52,52,62,64,62,0,36,70,36,48,26,20,0,84,0,50,48,0,32,0,0,84,0,32,84,84,32,32,0,28,36,34,34,0,36,0,0,28,0,0,0,84,0,0,0,0,0,0,0,0,0,22,22,0
1,82,22,40,88,0,0,36,0,48,52,50,52,0,118,124,118,118,0,32,0,78,50,42,0,34,0,84,38,64,78,0,34,36,28,28,64,64,64,64,64,64,64,64,0,30,30,48,48,48,48,78,76,78,30,28,40,38,38,38,0,0,0,28,108,28,30,24,28,0,0,32,42,42,36,38,0,0,70,34,0,26,52,52,62,64,62,20,46,70,36,48,26,20,34,82,0,50,48,0,32,0,0,82,0,32,84,84,32,32,0,28,36,34,34,0,34,0,0,28,24,0,34,84,0,0,0,0,0,0,0,0,0,22,0,0
1,80,22,36,88,0,0,36,0,48,52,50,52,0,118,122,118,118,0,32,0,78,50,42,0,34,28,84,38,64,82,0,34,36,0,0,64,64,64,64,64,64,64,64,26,28,30,48,48,48,48,76,76,76,28,28,38,38,38,38,108,108,110,0,108,28,30,24,28,0,0,36,42,42,0,0,0,0,72,34,0,30,52,52,62,64,62,0,36,70,0,48,26,20,0,82,0,50,48,0,32,0,0,82,0,32,84,82,32,32,0,28,36,34,32,0,34,0,0,28,24,0,34,82,0,0,0,0,0,0,0,0,0,22,0,0
1,88,22,36,88,0,0,36,0,48,52,50,52,0,118,124,118,118,0,32,0,80,48,46,0,34,28,84,38,64,82,0,34,36,0,0,64,64,62,66,64,64,66,64,0,0,0,48,48,48,48,76,76,76,28,28,38,38,38,0,108,108,108,0,108,28,30,24,28,0,0,34,42,44,36,38,0,0,72,36,0,0,52,52,62,62,64,0,36,70,36,48,32,20,36,82,0,50,48,0,32,0,0,82,0,32,86,86,32,32,0,28,36,34,34,0,32,0,0,28,24,0,34,84,0,0,0,0,0,0,0,0,0,22,0,0
1,86,22,36,88,0,0,36,0,50,52,50,52,26,118,124,118,118,0,32,0,76,48,46,0,34,28,84,38,64,84,0,34,36,0,0,64,64,64,64,64,64,64,64,28,28,30,48,48,48,48,76,78,78,30,0,38,38,0,0,0,0,0,0,108,28,30,0,0,0,0,32,44,44,38,38,0,0,72,36,0,28,52,52,62,62,64,0,42,70,34,48,32,20,36,82,0,42,48,0,32,0,0,82,0,0,86,84,32,32,0,28,36,34,32,0,34,0,0,28,24,0,34,84,0,0,0,0,0,0,0,0,0,22,0,0
1,84,22,40,88,0,0,36,0,50,52,50,52,26,118,124,118,118,0,32,0,78,54,46,0,36,30,96,38,64,86,0,34,36,0,0,60,60,64,64,64,64,58,58,28,30,30,48,48,48,48,76,76,76,34,28,38,38,38,38,108,108,108,26,108,28,30,0,0,0,0,34,0,0,38,38,0,0,72,36,0,0,54,54,62,62,64,0,42,70,0,0,32,20,0,82,0,42,0,0,32,0,0,82,0,0,86,84,32,32,0,28,36,34,34,0,32,0,0,28,24,0,34,84,0,0,0,0,0,0,0,0,0,22,0,0
1,88,22,40,88,0,0,36,0,50,52,50,52,30,118,122,118,118,0,30,0,78,54,46,0,36,30,94,38,66,78,0,34,36,0,0,66,64,64,64,66,64,64,64,0,0,0,48,48,48,48,76,76,76,28,0,40,40,40,38,108,108,108,28,108,28,30,0,0,0,0,32,42,42,38,38,0,0,72,36,0,0,54,54,62,62,62,0,42,70,34,0,32,20,0,82,0,42,0,0,32,0,0,82,0,0,86,86,32,32,0,0,36,34,36,0,32,0,0,28,24,0,34,86,0,0,0,0,0,0,0,0,0,22,0,0
1,84,22,40,78,0,0,36,0,50,52,50,52,30,118,122,118,118,0,30,0,78,52,46,0,36,30,96,38,66,84,0,34,36,0,28,64,64,64,66,66,64,62,62,30,0,30,48,48,48,48,76,76,76,28,30,38,38,38,38,108,108,108,0,108,28,30,0,0,0,0,32,44,42,36,38,0,0,72,36,0,28,54,54,62,62,62,0,42,70,36,0,32,20,0,82,0,42,0,0,32,0,0,82,0,0,84,84,32,32,0,0,36,34,34,0,0,0,0,28,24,0,34,84,0,0,0,0,0,0,0,0,0,22,0,0
1,78,22,40,78,0,0,36,0,52,52,50,50,30,116,122,116,118,0,30,0,78,52,46,0,36,30,80,38,64,82,0,34,36,0,28,64,64,64,64,66,66,66,64,30,28,32,48,48,48,48,78,78,78,0,0,38,38,38,34,108,108,108,0,108,28,30,0,0,0,0,34,42,42,36,36,0,0,72,36,0,0,54,54,62,62,62,0,40,70,34,0,32,20,0,82,0,42,0,0,28,0,0,82,0,0,84,78,32,32,0,0,36,34,0,0,34,0,0,28,24,0,34,86,0,0,0,0,0,0,0,0,0,22,0,0
1,86,0,40,78,0,0,36,0,52,52,50,50,30,116,122,116,118,0,32,0,80,52,46,0,36,30,94,38,64,84,0,34,38,0,0,64,66,66,64,64,66,66,66,0,0,0,48,48,48,48,76,76,76,28,28,38,38,38,0,0,0,0,0,108,28,30,0,0,0,0,0,42,42,36,38,0,0,70,36,0,28,54,54,62,62,62,0,40,70,36,0,28,20,36,82,0,42,0,0,28,0,0,82,0,0,84,86,32,32,0,0,36,34,0,0,0,0,0,28,24,0,34,86,0,0,0,0,0,0,0,0,0,22,0,0
1,78,0,40,78,0,0,36,0,52,0,50,50,30,116,124,116,118,0,32,0,80,52,46,0,44,30,94,38,64,54,0,34,38,28,28,64,64,64,64,64,64,64,64,30,30,30,48,50,48,50,76,76,74,30,28,36,36,0,0,108,108,108,28,108,28,30,0,0,0,0,32,46,42,38,36,0,0,70,36,0,28,54,54,62,62,62,0,42,70,36,0,28,20,0,82,0,42,0,0,28,0,0,82,0,0,78,80,32,32,0,0,36,34,32,0,32,0,0,28,24,0,34,80,0,0,0,0,0,0,0,0,0,22,0,0
1,86,0,40,78,0,0,36,0,50,0,50,50,30,116,122,116,118,0,32,0,78,52,46,0,44,30,80,42,64,84,0,34,38,0,0,64,64,64,64,64,64,64,64,0,0,0,50,50,50,50,76,76,76,28,26,38,38,36,0,0,0,0,0,108,28,30,0,0,0,0,32,44,44,38,38,24,0,70,36,0,30,54,54,62,62,62,0,42,70,36,0,28,20,36,82,0,42,0,0,28,0,0,82,0,0,86,84,32,32,0,0,36,34,32,0,34,0,0,28,24,0,34,84,0,0,0,0,0,0,0,0,0,22,0,0
1,78,20,40,88,0,0,36,0,50,0,0,50,30,116,122,116,118,0,30,0,78,52,46,0,44,30,82,42,64,54,0,34,38,28,28,64,64,64,64,64,64,64,64,30,32,32,50,50,50,50,76,78,76,28,28,38,36,36,36,0,0,0,24,108,28,30,0,0,0,0,32,44,44,36,36,24,0,70,36,0,28,54,54,62,62,62,20,50,70,34,0,28,20,34,84,0,42,0,0,28,0,0,82,0,0,80,80,32,32,0,0,36,34,32,0,32,0,0,28,24,0,34,78,0,0,0,0,0,0,0,0,0,0,0,0
1,80,20,40,86,0,0,36,0,50,0,0,50,30,118,122,118,118,0,30,0,78,52,46,0,44,30,84,42,64,84,0,34,38,0,0,64,64,64,64,66,64,66,66,28,30,30,50,50,50,50,74,74,74,26,28,36,34,34,36,108,108,108,28,108,28,26,26,0,0,0,34,42,42,38,38,24,0,70,36,0,28,52,52,62,62,62,0,50,70,36,0,28,20,34,84,0,42,0,0,28,0,0,82,0,0,82,82,32,32,0,0,36,34,34,0,34,0,0,28,24,0,34,82,0,0,0,0,0,0,0,0,0,0,0,0
1,84,20,40,86,0,0,36,0,50,0,0,50,30,118,122,118,118,0,30,0,80,52,46,0,36,30,86,42,62,82,0,34,38,0,0,56,56,64,66,64,64,56,56,30,30,30,50,50,50,50,76,74,74,28,30,0,0,0,0,108,0,108,0,108,28,30,26,0,0,0,34,44,44,0,0,26,0,70,36,0,28,52,52,62,60,62,0,42,70,36,0,28,0,0,84,0,42,0,0,28,0,0,82,0,0,84,82,0,0,0,0,36,34,34,0,34,0,0,0,24,0,34,78,0,0,0,0,0,0,0,0,0,0,0,0
1,84,20,40,86,0,0,36,0,50,0,0,50,30,118,124,118,118,0,30,0,78,52,38,0,36,30,82,42,62,80,0,34,38,26,28,64,66,64,66,66,64,64,64,0,0,0,48,50,50,50,68,68,68,28,28,36,36,36,34,0,0,0,30,108,28,30,26,0,0,0,36,42,44,38,38,26,0,70,36,0,28,52,52,62,60,62,0,40,70,34,0,28,0,34,84,0,42,0,0,28,0,0,80,42,0,80,80,0,0,0,0,0,34,34,0,34,0,0,0,24,0,34,78,0,0,0,0,0,0,0,0,0,0,0,0
1,84,20,40,86,0,0,36,0,50,52,50,50,30,118,120,118,118,0,30,0,78,52,38,0,36,30,96,42,62,84,0,0,38,0,0,64,64,66,66,66,66,64,64,30,30,28,50,48,48,48,78,76,78,30,28,0,0,0,0,108,108,108,0,108,28,30,26,0,0,0,0,42,42,36,36,26,0,70,36,0,28,52,52,62,60,62,0,40,70,0,0,28,0,0,84,0,42,0,0,28,0,0,80,42,0,82,84,0,0,0,0,0,34,32,0,32,0,0,0,24,0,34,82,0,0,0,0,0,0,0,0,0,0,0,0
1,84,20,40,86,0,0,36,22,50,52,50,50,30,118,120,118,118,0,30,0,76,52,38,0,36,30,92,42,62,80,0,0,38,0,0,68,64,66,68,68,68,66,66,30,30,0,48,48,48,48,78,78,78,28,28,34,36,36,0,0,0,0,0,108,28,30,26,0,0,0,34,44,42,0,0,26,0,70,36,0,28,52,52,62,60,62,0,40,72,0,0,28,0,34,76,0,42,0,0,28,0,0,80,42,0,82,84,0,0,0,0,0,34,36,0,34,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
1,82,20,22,88,0,0,36,22,50,52,50,50,30,118,124,118,118,0,30,0,80,52,38,0,36,30,96,42,62,80,0,0,38,28,30,64,64,68,68,68,68,64,64,0,0,0,0,0,0,0,76,78,78,32,28,36,36,36,36,0,0,0,26,108,28,30,26,0,0,0,34,42,44,38,36,26,0,56,36,0,28,52,52,62,60,62,0,40,70,36,0,28,0,34,82,0,42,0,0,28,0,0,82,46,0,86,84,0,28,32,0,0,34,34,0,34,0,0,26,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
1,86,20,22,88,0,0,36,22,50,52,50,50,30,118,124,118,118,0,30,0,78,36,38,0,36,30,96,42,62,86,0,0,38,0,0,64,64,66,66,66,66,64,66,0,0,0,48,48,48,48,76,76,76,28,26,38,38,40,38,108,108,108,0,108,0,30,26,0,0,0,0,42,0,36,38,26,0,70,0,0,28,52,52,62,60,62,0,42,72,36,0,28,0,0,82,0,42,0,0,28,0,0,82,46,0,80,80,0,28,32,0,0,34,0,0,0,0,0,26,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
1,82,20,22,78,0,0,36,22,50,52,50,50,30,118,120,118,118,0,30,0,78,36,36,0,36,30,92,42,62,86,0,0,38,26,0,66,66,66,66,68,66,64,64,0,0,0,48,48,48,48,78,78,78,28,28,38,38,38,38,0,0,0,30,108,0,30,26,0,0,0,32,42,42,0,0,26,0,64,0,0,28,52,52,62,60,62,0,42,70,34,42,28,0,34,76,0,42,42,0,28,0,0,76,46,0,82,82,0,28,32,0,0,34,32,0,32,0,0,26,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
1,80,20,22,78,0,0,36,22,50,52,50,52,30,118,124,118,118,0,30,0,80,54,36,0,36,30,94,42,64,84,0,0,38,28,28,66,70,0,0,0,0,64,64,30,30,30,50,50,50,50,76,76,74,0,0,38,38,38,38,108,108,108,30,108,0,30,26,0,0,0,34,42,42,38,36,26,0,64,0,0,0,54,54,62,60,62,0,38,70,0,42,28,0,34,76,0,42,42,0,26,0,0,76,46,0,82,82,0,28,32,0,0,0,34,0,34,0,0,26,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
1,80,20,22,78,0,0,36,22,48,52,50,52,0,118,120,118,118,24,22,0,78,54,42,0,36,30,82,42,64,80,0,0,38,0,0,66,66,68,66,66,68,66,64,0,0,0,50,50,50,50,76,78,76,28,0,38,36,0,0,0,0,0,0,108,0,30,26,0,0,0,0,42,44,36,36,24,0,64,0,0,26,54,54,62,60,62,0,42,70,36,42,28,0,36,76,0,44,44,0,26,0,0,76,46,0,82,82,0,28,32,0,0,0,0,0,0,0,0,26,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
1,88,20,22,78,0,0,36,22,48,52,50,52,0,118,124,118,118,24,22,0,78,52,42,32,34,30,84,42,62,80,0,0,38,28,28,64,64,66,66,66,66,64,64,32,30,32,50,50,50,50,76,74,76,28,0,38,38,36,40,108,108,108,26,108,0,30,26,0,0,0,0,44,42,38,38,24,0,64,0,0,28,54,54,62,60,62,0,42,70,0,42,28,0,36,76,0,44,44,0,26,0,0,76,46,0,84,84,0,28,32,0,0,0,0,0,0,0,0,26,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
1,86,20,22,78,0,0,36,22,48,52,50,52,0,118,124,118,118,24,22,0,80,52,42,32,34,30,86,42,62,78,28,34,38,0,0,64,64,66,68,68,66,64,64,32,30,28,50,50,50,50,76,76,76,30,0,38,38,38,0,108,108,110,0,110,0,30,26,0,32,34,34,42,44,38,36,24,0,72,0,34,30,54,54,62,62,62,0,40,72,0,42,28,0,0,76,0,44,44,0,26,0,0,76,46,0,82,84,0,28,32,0,0,0,36,0,36,0,0,26,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
1,80,20,22,84,0,0,36,22,48,52,50,52,0,118,126,118,118,24,22,0,80,36,42,32,34,30,80,42,62,86,28,34,38,28,28,64,70,66,68,68,68,68,64,30,30,30,50,50,50,50,78,78,78,0,0,0,36,0,0,0,0,0,28,110,0,30,26,0,32,34,34,44,42,36,36,24,0,72,0,34,0,54,54,62,62,62,18,40,68,34,42,0,0,34,78,0,44,44,0,26,0,0,78,46,0,80,80,0,28,32,0,0,0,32,0,34,0,0,26,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1,86,20,22,74,0,0,36,22,48,52,50,52,0,118,122,118,118,24,22,0,78,58,42,30,32,30,84,42,54,78,28,34,38,26,28,64,64,66,66,66,66,64,64,30,30,30,50,50,50,50,74,76,74,28,28,36,0,0,0,108,108,108,26,110,0,30,26,0,32,34,34,44,44,34,36,24,0,72,0,34,30,54,54,62,62,62,0,36,68,0,42,0,0,0,78,0,44,44,0,26,0,0,78,46,0,84,84,0,28,32,0,0,0,34,0,0,0,0,26,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
1,86,20,22,74,0,0,0,22,48,52,50,52,0,118,122,118,118,24,22,0,80,48,48,30,32,30,94,0,62,78,28,34,0,0,0,64,64,68,68,70,68,64,64,32,32,30,50,50,50,50,78,78,78,28,28,38,38,0,0,108,108,108,26,110,0,30,26,0,32,34,34,44,44,36,36,46,0,72,0,34,28,54,54,62,62,62,0,44,68,36,42,0,0,36,78,0,44,44,0,26,0,0,78,46,0,86,84,0,28,32,0,0,0,34,0,34,0,0,26,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
1,80,0,22,82,0,0,0,22,48,52,50,52,0,118,124,118,118,24,22,0,78,34,40,30,32,30,94,0,62,82,28,34,0,26,26,64,64,66,68,68,66,64,64,30,0,0,50,50,50,50,80,78,78,30,28,36,36,38,36,0,0,0,26,110,0,30,26,0,32,34,0,44,44,0,0,46,0,72,0,34,28,54,54,62,62,62,0,42,68,36,42,0,0,0,76,0,42,44,0,26,0,0,76,46,0,82,80,0,28,32,0,0,0,32,0,32,0,0,26,0,0,46,82,0,0,0,0,0,0,0,0,0,0,0,0
1,80,0,22,86,0,0,0,22,54,52,52,52,0,116,126,118,118,24,22,0,80,34,40,30,32,0,96,0,62,80,28,34,0,0,0,64,64,66,68,68,66,64,64,30,30,28,50,50,50,50,76,76,78,0,0,0,0,0,0,108,108,110,0,108,0,26,28,0,32,34,0,44,44,0,0,46,0,72,0,34,0,54,38,62,62,62,0,42,68,36,42,0,0,0,76,0,42,44,0,28,0,0,76,46,0,56,78,0,28,32,0,0,0,0,0,0,0,0,26,0,0,46,78,0,0,0,0,0,0,0,0,0,0,0,0
1,84,0,22,86,0,0,0,22,54,52,52,52,0,116,122,118,118,24,22,0,80,34,40,30,32,0,96,0,62,78,28,34,0,28,28,62,62,66,66,66,64,62,62,0,0,0,50,50,50,50,74,76,76,28,26,0,0,0,0,0,0,0,26,108,0,26,28,0,32,34,32,44,42,0,0,46,0,70,0,34,26,54,38,62,62,62,0,42,72,0,42,30,0,0,84,0,42,44,0,28,0,0,82,46,0,84,84,0,28,32,0,0,0,32,0,34,0,0,26,0,0,46,82,0,0,0,0,0,0,0,0,0,0,0,0
1,82,0,22,86,0,0,0,22,54,52,52,52,0,116,122,118,118,24,22,0,78,34,40,30,32,0,92,0,62,88,28,34,0,0,0,64,64,66,66,66,66,64,64,32,32,32,50,50,50,50,78,78,78,28,28,38,38,38,0,108,108,110,0,110,20,28,28,0,32,34,0,42,44,34,0,46,0,70,0,34,28,54,38,62,62,62,0,36,72,36,42,30,0,36,84,0,42,44,0,28,0,0,82,46,0,84,82,0,28,32,0,0,0,0,0,0,0,0,26,0,0,46,82,0,0,0,0,0,0,0,0,0,0,0,0
1,82,0,22,86,0,0,0,22,54,52,52,52,32,116,122,118,118,28,30,30,78,34,42,30,32,0,96,0,62,80,28,34,0,0,0,64,64,64,64,64,64,66,64,30,30,30,50,50,50,48,76,76,78,30,32,36,0,0,0,0,0,0,0,108,20,28,28,0,32,34,0,44,44,36,36,46,0,72,0,34,30,54,38,62,62,60,0,36,72,36,44,30,26,36,84,0,42,44,0,28,0,0,82,46,0,82,82,0,28,32,0,0,0,32,0,34,0,0,26,0,0,46,82,0,0,0,0,0,0,0,0,0,0,0,0
1,90,0,22,86,0,0,0,0,54,52,52,52,32,116,122,118,118,28,30,30,80,40,42,30,32,0,78,0,62,80,28,34,0,0,0,66,64,66,64,66,64,66,64,28,28,30,50,50,50,50,78,78,78,0,0,38,38,36,38,108,108,0,0,110,20,28,28,0,32,34,0,44,44,0,0,46,0,70,0,34,28,54,40,62,62,60,22,36,72,36,44,30,26,36,84,0,42,44,0,28,0,0,82,46,0,82,82,0,28,32,0,0,0,0,0,0,0,0,26,0,0,46,82,0,0,0,0,0,0,0,0,0,0,0,0
1,88,0,0,86,0,0,0,0,54,52,52,52,32,118,124,118,118,28,30,30,78,40,50,30,32,0,80,0,62,78,28,34,0,0,0,68,68,64,64,64,64,64,64,32,30,30,50,50,50,50,74,74,76,28,28,38,34,38,34,108,108,110,0,110,20,28,28,0,32,34,0,44,42,36,36,46,0,70,0,34,28,54,40,62,62,60,0,36,72,0,44,30,26,0,84,0,42,44,0,28,0,0,82,46,0,84,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,86,0,0,0,0,0,0,0,0,0,0,0,0
1,78,32,0,86,0,0,0,0,54,52,52,52,32,118,124,118,118,28,30,30,78,38,50,30,32,0,84,0,60,78,28,34,0,36,30,64,64,64,64,64,64,64,64,0,0,0,50,50,50,50,78,78,78,26,28,38,36,38,0,0,0,0,34,110,20,28,28,0,32,34,32,44,44,34,36,46,0,70,0,34,28,54,40,62,62,60,0,44,72,36,50,30,26,0,82,0,50,50,0,28,0,0,82,46,0,84,86,0,0,0,0,0,0,32,0,34,0,0,0,0,0,46,86,0,0,0,0,0,0,0,0,0,0,0,0
1,90,32,40,86,0,0,0,0,54,52,52,52,32,118,120,118,118,28,30,30,78,38,50,30,32,0,84,0,62,80,28,34,0,0,0,64,64,64,64,64,64,64,64,28,24,26,50,50,50,50,74,74,74,26,0,38,38,40,40,110,110,110,0,110,20,26,28,0,32,34,0,44,44,36,36,46,0,70,0,34,0,54,40,62,62,60,0,44,72,34,50,30,26,0,82,0,50,50,0,28,0,0,82,46,0,84,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,86,0,0,0,0,0,0,0,0,0,0,0,0
