room_num,ec:8c:a2:f2:7a:b8,fa:8f:ca:54:a2:6d,74:3e:2b:7d:04:d8,74:3e:2b:7d:79:b8,74:3e:2b:be:1f:e8,74:3e:2b:be:1f:e2,74:3e:2b:3d:6d:48,14:2d:27:37:99:60,74:3e:2b:be:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:62,74:3e:2b:7e:88:28,74:3e:2b:be:9c:d2,74:3e:2b:be:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,74:3e:2b:be:88:22,74:3e:2b:be:88:28,74:3e:2b:3e:88:28,66:eb:8c:0b:20:6e,74:3e:2b:7d:86:b8,74:3e:2b:bd:7e:18,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,fa:8f:ca:76:7d:4c,30:46:9a:fb:c5:a1,74:3e:2b:be:c7:18,40:a8:f0:6b:41:44,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,fa:8f:ca:52:95:af,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,ec:8c:a2:b2:7a:bc,ec:8c:a2:f2:7a:bc,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:bd:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7e:9c:dc,de:9f:db:91:0e:dd,74:3e:2b:bd:6f:88,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:7e:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:bc:d2:dc,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:7c:b6:88,74:3e:2b:3c:b6:88,74:3e:2b:bd:85:a2,74:3e:2b:bd:6d:42,74:3e:2b:bc:d2:d2,74:3e:2b:7d:04:dc,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:be:c7:12,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:1f:ec,74:3e:2b:7c:fb:78,74:3e:2b:3d:85:a8,74:3e:2b:bc:fb:7c,74:3e:2b:3d:7e:18,74:3e:2b:7d:6d:48,f8:f5:32:28:2d:c0,74:3e:2b:7c:fb:7c,74:3e:2b:bd:79:b2,3c:17:10:94:eb:8e,74:3e:2b:bd:7e:12,74:3e:2b:7d:7e:18,74:3e:2b:be:a3:38,74:3e:2b:bd:6f:82,74:3e:2b:bc:b6:82,b8:ee:0e:d6:53:72,74:3e:2b:3d:79:b8,74:3e:2b:3c:fb:78,32:cd:a7:fc:3b:2b,ec:8c:a2:b2:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bd:6e:62,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,2c:30:33:f8:b8:b9,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7c:d2:dc,a8:9a:93:8a:84:7e,74:3e:2b:3c:d2:dc,b4:2a:0e:10:47:0a,78:29:ed:19:cb:ef,74:3e:2b:bd:6e:68,58:20:b1:3c:74:1f,b4:2a:0e:c7:0f:ae,74:3e:2b:bc:fb:72,ec:8c:a2:72:7a:b8,c8:3a:35:90:b2:11,10:86:8c:18:48:e8,78:29:ed:4c:b2:51,2c:30:33:ff:a5:f9,74:3e:2b:be:a3:32,a0:8c:fd:6c:7d:10,58:90:43:45:2b:e4,74:3e:2b:3e:a3:38,30:46:9a:fb:c5:a3,74:3e:2b:be:c7:58,e6:f5:32:28:2d:c3,74:3e:2b:bc:b6:8c
1,76,28,24,82,26,30,0,26,52,56,54,56,24,116,118,116,116,28,22,26,74,38,42,30,34,34,90,30,70,94,30,0,38,0,0,58,58,68,66,66,66,56,56,30,30,30,36,36,36,36,62,62,62,0,0,30,28,30,30,98,98,98,24,98,0,32,0,0,28,30,0,34,30,30,0,24,0,60,34,36,0,52,50,66,64,66,0,30,60,0,44,0,20,0,76,0,44,44,26,30,20,0,76,40,40,84,84,28,36,34,26,28,26,0,0,0,0,22,30,34,22,44,84,0,26,24,18,0,0,0,0,0,0,0,0
1,88,28,24,82,26,30,0,26,52,56,54,56,24,116,118,116,116,28,22,26,68,38,42,30,34,34,92,30,72,78,30,0,38,0,0,60,60,68,68,68,68,60,60,30,30,32,34,36,36,36,62,62,62,0,0,26,0,0,0,0,0,0,0,98,0,32,0,0,28,30,0,30,30,28,28,24,0,60,34,36,0,52,50,66,64,66,0,30,60,28,44,32,20,28,76,0,44,44,26,30,20,0,76,40,40,84,84,28,36,34,26,28,26,0,0,0,0,22,30,34,0,44,84,0,26,0,18,0,0,0,0,0,0,0,0
1,88,28,24,82,26,30,0,26,52,56,54,56,0,116,118,116,116,28,22,26,70,40,42,30,36,34,86,30,72,76,30,0,38,0,0,52,54,0,0,0,0,54,52,0,0,0,36,32,36,36,62,62,62,26,26,28,0,30,0,98,98,98,0,98,0,32,0,0,28,30,24,30,30,28,30,24,0,60,34,36,0,46,50,66,64,66,0,38,60,0,44,32,0,0,76,0,44,44,24,30,20,0,76,42,40,84,84,38,34,34,26,28,26,0,0,0,0,22,30,34,0,40,84,0,26,0,18,0,0,0,0,0,0,0,0
1,88,28,24,82,44,38,0,26,50,56,54,56,0,116,118,116,116,28,22,26,70,38,42,30,36,30,88,30,72,76,30,0,38,0,0,58,60,66,66,68,68,60,56,30,32,30,36,36,36,36,62,62,64,0,0,28,30,26,28,98,98,98,24,98,0,32,24,26,38,40,0,0,28,30,30,24,0,60,34,36,0,46,50,66,64,66,0,38,60,26,44,32,0,24,76,0,44,0,24,30,20,0,76,42,40,84,84,38,34,34,26,28,26,0,0,0,0,22,30,34,0,40,84,0,0,0,18,0,0,0,0,0,0,0,0
1,86,28,24,62,42,38,0,26,50,56,54,56,0,116,116,116,116,28,22,26,74,38,48,30,36,30,88,30,72,74,34,0,38,0,0,60,60,70,70,72,72,60,60,32,32,30,36,36,36,36,62,62,60,0,0,30,28,0,0,0,0,0,0,98,0,32,24,26,38,40,0,32,32,30,30,24,0,60,34,36,0,46,50,66,64,66,0,38,60,26,44,36,0,28,74,0,48,0,24,30,20,0,74,42,40,86,84,38,34,34,26,28,26,0,0,0,0,22,30,34,0,40,86,0,0,0,18,0,0,0,0,0,0,0,0
1,86,26,44,62,42,38,0,20,52,56,56,56,0,116,116,116,116,28,22,0,70,40,46,30,36,30,86,30,72,78,34,0,38,24,0,60,60,72,72,72,72,60,60,30,30,30,38,38,36,36,62,62,62,0,0,28,28,28,30,98,98,98,24,98,0,32,24,26,38,40,20,32,32,28,28,24,0,60,34,36,0,48,46,66,64,66,0,38,60,26,44,36,0,0,74,0,48,0,24,30,20,0,74,42,40,86,84,38,34,34,26,28,40,0,0,0,0,22,30,34,0,40,86,0,0,0,18,0,0,0,0,0,0,0,0
1,86,26,44,62,42,38,0,20,50,56,56,56,0,116,118,116,116,28,32,32,68,40,46,30,36,30,88,30,60,76,26,32,38,0,0,60,60,74,74,74,72,60,60,30,32,32,36,36,36,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,22,32,24,26,38,40,0,0,0,28,30,24,0,60,34,36,0,48,46,58,56,58,0,38,60,0,44,36,0,0,74,0,48,0,30,30,20,0,74,42,40,86,84,38,34,34,26,28,40,0,0,0,0,22,30,40,0,40,86,0,0,0,18,0,0,0,0,0,0,0,0
1,88,26,44,84,42,38,0,20,50,56,56,56,0,116,118,116,116,28,32,32,72,40,46,30,36,30,90,30,60,76,26,32,0,0,0,58,58,74,74,74,72,58,58,34,32,34,34,34,34,36,62,62,62,24,24,28,28,28,0,0,0,0,0,98,22,32,24,26,38,40,0,32,32,30,30,24,0,60,34,36,24,48,46,58,56,58,0,38,60,26,44,36,0,26,74,0,46,0,30,30,20,0,78,42,40,86,86,34,34,34,26,28,40,0,0,0,0,22,32,40,0,40,86,0,0,0,18,0,0,0,0,0,0,0,0
1,76,26,44,84,42,38,0,20,52,56,54,54,0,116,116,116,116,28,32,32,74,40,46,30,36,30,92,30,60,72,26,32,0,0,0,58,58,74,74,74,72,58,58,34,34,34,36,36,34,36,66,64,64,24,24,28,28,28,28,98,98,98,20,98,22,32,24,26,38,40,0,30,30,30,30,24,0,60,34,36,26,48,46,58,56,58,0,38,60,0,0,36,0,0,74,0,46,0,30,30,20,0,78,42,40,86,86,34,34,34,26,28,40,0,0,0,0,22,32,40,0,40,86,0,0,24,18,0,0,0,0,0,0,0,0
1,76,26,44,84,42,38,34,22,50,56,54,54,36,116,118,116,116,28,36,36,70,52,48,30,38,30,92,30,60,76,26,32,38,0,0,60,58,72,72,72,72,58,58,32,32,32,34,34,36,36,62,62,64,0,0,26,28,28,0,98,98,98,24,98,22,32,24,26,38,40,0,28,28,30,30,24,0,60,36,36,0,52,54,66,56,58,0,38,60,0,0,30,0,0,74,0,46,0,30,30,20,0,78,42,40,86,86,34,34,34,26,28,40,0,0,0,0,22,32,40,24,40,86,0,0,24,18,0,0,0,0,0,0,0,0
1,76,26,44,84,42,38,34,22,50,56,54,54,36,116,118,116,116,28,36,36,72,38,44,30,36,30,92,46,68,76,26,32,38,0,0,58,58,72,72,72,72,60,60,34,32,32,34,34,36,36,64,64,64,24,0,26,28,28,28,0,0,0,0,98,22,32,24,26,38,40,24,30,30,0,0,24,0,60,36,36,26,46,46,66,56,58,0,38,60,26,0,30,0,28,74,0,46,0,30,30,20,36,78,42,40,86,86,34,36,34,26,28,40,0,0,0,0,22,32,40,24,40,86,0,0,24,18,0,0,0,0,0,0,0,0
1,76,26,44,80,42,38,34,22,52,56,56,54,36,116,116,116,116,28,36,36,74,38,44,30,36,30,94,26,68,76,26,32,38,0,0,58,58,74,72,72,72,58,58,34,32,34,34,34,34,0,64,64,64,26,22,28,26,28,28,98,98,100,24,100,22,32,24,26,38,40,0,0,0,0,0,0,0,60,36,36,26,46,46,66,56,58,0,38,60,0,0,30,0,0,74,0,46,0,30,30,0,36,78,42,40,86,86,34,36,34,26,28,40,0,0,0,0,22,30,40,24,40,86,0,0,24,18,0,0,0,0,0,0,0,0
1,76,26,44,80,42,38,34,22,52,56,56,54,36,116,116,118,116,32,34,36,74,38,44,30,36,30,92,52,68,78,24,30,38,0,0,58,58,72,74,72,72,58,58,32,32,34,36,34,36,34,64,64,64,0,0,28,0,0,0,0,0,0,0,98,22,32,24,26,40,40,0,0,0,28,28,0,0,60,36,30,0,46,46,66,56,58,0,38,60,26,0,30,0,28,74,0,46,0,30,30,0,36,78,42,40,86,86,34,36,34,26,28,40,0,0,0,0,22,30,40,24,40,86,0,0,24,18,0,0,0,0,0,0,0,0
1,86,26,44,80,42,38,34,22,52,56,56,54,36,116,116,118,116,32,34,36,74,38,46,30,36,30,88,52,68,78,24,30,38,0,0,58,58,72,72,72,72,58,58,0,0,0,34,34,34,34,64,64,64,0,0,28,28,0,0,0,0,0,0,98,22,32,24,26,40,40,0,28,28,30,30,0,0,60,36,30,0,46,46,66,56,58,0,38,60,0,48,34,0,0,76,0,46,48,30,30,0,36,78,42,40,82,82,32,36,34,26,0,40,0,0,0,0,22,30,40,24,40,82,0,0,24,18,0,0,0,0,0,0,0,0
1,86,26,44,80,42,38,34,22,52,54,56,56,36,116,118,116,116,32,32,36,74,38,46,30,38,30,86,50,68,78,24,30,38,0,0,0,0,72,72,72,72,0,0,34,34,34,36,36,34,34,64,64,64,24,24,26,28,28,28,98,98,98,22,98,22,32,24,26,40,40,0,0,0,30,30,0,0,60,36,30,0,46,46,66,56,58,0,38,60,24,48,34,0,0,76,0,46,48,30,30,0,36,78,42,40,82,82,32,36,34,26,0,40,0,0,0,0,42,30,40,24,40,82,0,0,24,0,0,0,0,0,0,0,0,0
1,86,26,44,80,44,38,34,22,52,54,56,56,36,116,118,116,118,32,32,36,70,38,46,30,36,30,86,50,70,76,24,30,38,0,0,58,58,74,70,72,72,60,60,32,32,32,34,34,36,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,22,32,24,26,40,40,0,0,0,30,30,0,0,60,36,30,0,46,46,64,56,58,0,38,60,26,48,34,0,26,76,0,46,48,30,30,0,36,78,42,0,82,82,32,36,34,26,0,40,0,0,0,0,42,30,40,24,40,82,0,0,24,0,0,0,0,0,0,0,0,0
1,86,26,44,80,44,38,34,22,52,54,56,56,36,116,118,116,116,32,32,36,74,38,46,30,36,30,86,50,70,76,24,30,38,24,0,58,58,72,72,72,72,58,58,32,32,32,34,34,34,34,62,62,62,26,26,30,30,28,28,0,0,0,26,98,22,0,24,26,40,40,22,28,28,30,30,0,0,60,36,30,26,46,46,64,56,58,0,38,60,26,48,34,0,0,76,0,46,48,30,30,0,36,78,42,0,82,82,32,36,34,28,0,24,0,0,0,0,42,30,40,24,40,82,0,0,24,0,0,0,0,0,0,0,0,0
1,86,26,44,80,44,38,36,22,52,56,54,56,36,116,118,116,116,32,32,36,76,38,32,30,36,32,86,34,52,72,24,30,38,0,0,58,58,72,72,72,72,62,58,32,32,32,34,34,34,34,62,64,64,0,0,0,0,0,0,98,98,98,0,100,22,0,24,24,40,40,0,30,30,30,30,0,0,60,36,30,0,46,46,64,56,58,20,38,60,0,48,34,0,0,76,0,46,48,30,30,0,36,78,42,0,82,82,32,36,34,28,0,24,0,0,0,0,42,30,40,24,40,82,0,0,24,0,0,0,0,0,0,0,0,0
1,86,26,44,80,44,38,36,22,52,56,54,56,36,116,118,116,116,32,32,36,72,38,46,30,36,32,90,34,52,72,24,30,38,0,0,58,58,74,72,72,72,58,58,32,32,32,34,34,34,34,64,62,64,0,0,26,28,28,0,0,0,0,0,100,22,0,24,24,40,40,0,30,30,32,30,0,0,62,36,30,0,46,46,64,56,58,0,38,62,26,48,34,0,26,78,0,48,48,30,30,0,36,76,0,0,86,82,32,36,30,28,0,24,0,0,0,0,42,30,40,24,0,84,0,24,24,0,0,0,0,0,0,0,0,0
1,86,26,44,80,44,38,36,22,52,54,56,56,36,116,90,116,116,32,32,36,74,38,46,32,40,30,90,34,52,80,24,30,38,0,0,0,0,70,70,70,70,0,0,0,0,0,34,34,34,34,62,62,62,26,0,28,0,0,0,98,98,98,22,98,22,0,24,24,40,40,0,0,0,30,30,0,0,62,36,30,0,46,46,64,56,58,0,32,62,0,48,34,0,0,78,0,48,48,30,0,0,36,76,0,0,86,82,32,36,30,24,0,24,0,0,0,0,42,32,40,24,0,84,0,24,24,0,0,0,0,0,0,0,0,0
1,86,26,44,80,44,38,36,22,52,54,56,56,36,116,116,116,116,32,34,36,74,54,46,32,40,30,90,34,52,76,24,30,38,0,0,58,58,70,70,68,70,60,60,32,32,34,34,36,36,36,64,64,64,0,0,28,28,0,0,0,0,0,0,98,22,0,24,24,40,40,0,36,32,30,30,0,0,62,36,30,0,46,54,64,56,58,0,32,62,0,48,34,0,0,76,0,48,48,30,0,0,36,76,28,0,86,82,32,36,30,24,0,24,0,0,0,0,42,32,40,24,0,84,0,24,24,0,0,0,0,0,0,0,0,0
1,86,0,0,80,44,38,36,22,52,54,56,56,36,116,118,116,116,32,34,36,74,54,44,32,40,30,92,34,52,76,24,30,38,0,0,60,60,68,70,70,70,60,60,30,32,32,34,34,34,36,64,64,64,0,0,28,30,0,0,98,98,98,20,100,22,0,24,24,40,40,20,30,32,30,30,0,0,62,36,30,0,46,54,64,56,58,0,32,62,0,48,34,0,0,76,0,48,48,30,0,0,36,76,42,0,86,82,32,36,30,24,0,24,0,0,0,0,42,32,40,24,40,84,0,24,24,0,0,0,0,0,0,0,0,0
1,58,0,0,80,44,38,36,22,52,54,56,56,36,116,114,116,116,32,34,36,70,54,44,32,40,30,92,34,52,80,24,30,38,0,0,52,52,72,70,70,70,52,52,0,0,0,34,34,36,36,64,64,64,0,0,0,28,28,30,98,98,100,20,98,0,0,24,24,40,40,0,0,0,30,28,0,0,62,36,30,0,52,54,64,0,0,0,32,62,0,48,34,0,0,76,0,48,48,30,0,0,36,76,42,0,86,82,32,36,30,24,38,24,0,0,0,0,42,32,0,24,40,84,0,24,24,0,0,0,0,0,0,0,0,0
1,58,0,0,80,44,38,36,22,52,54,56,56,36,116,118,116,116,32,34,36,76,52,44,32,40,30,88,32,52,72,24,30,38,0,0,58,60,70,70,70,70,60,60,30,34,32,36,32,34,34,64,64,64,0,0,28,28,0,0,98,98,98,0,98,0,0,24,24,40,40,0,30,30,30,28,0,0,62,36,30,0,52,54,64,0,0,0,36,62,0,48,34,0,0,76,0,48,48,30,0,0,36,76,42,0,86,82,32,36,30,24,38,24,0,0,0,0,42,32,0,24,40,84,0,24,24,0,0,0,0,0,0,0,0,0
1,86,0,0,82,44,38,36,22,52,54,56,56,36,116,118,116,116,32,34,36,76,52,44,32,40,30,88,32,52,78,34,30,38,0,0,58,58,74,74,72,74,58,60,30,32,32,34,34,34,34,64,66,64,24,0,0,0,0,0,0,0,0,0,100,0,0,24,24,40,40,0,32,32,30,30,0,0,62,36,30,26,52,54,64,0,0,0,38,62,0,48,34,0,0,76,0,48,48,22,0,0,20,76,42,0,84,84,32,36,30,24,38,24,0,0,0,0,42,32,0,24,40,86,0,24,0,0,0,0,0,0,0,0,0,0
1,86,0,44,82,44,38,36,22,52,54,56,56,0,116,118,116,116,32,34,0,74,52,44,32,40,30,86,32,52,74,34,30,0,0,0,58,58,72,72,72,72,58,58,32,30,30,34,34,34,34,62,62,62,0,0,28,28,30,30,98,98,98,24,98,0,0,24,24,40,40,0,30,32,30,30,0,0,62,42,30,0,52,54,64,0,0,0,30,62,0,48,36,0,0,76,0,48,48,24,0,0,20,76,42,0,84,84,32,36,30,24,38,24,0,0,0,0,42,32,0,0,40,86,0,24,0,0,20,0,0,0,0,0,0,0
1,88,0,44,82,44,38,36,22,52,54,56,56,0,116,120,116,116,32,34,0,72,40,46,32,40,30,88,32,52,78,34,30,0,0,0,60,58,76,72,72,72,58,58,0,0,0,34,34,36,34,64,64,64,26,24,28,0,0,0,0,0,0,0,98,0,0,24,24,40,40,0,0,0,28,30,0,0,62,42,30,26,52,54,64,0,0,0,38,62,0,50,36,0,0,76,0,48,48,24,0,0,20,76,32,0,86,86,32,0,30,24,38,24,0,0,0,0,42,32,0,0,40,84,0,24,0,0,20,0,0,0,0,0,0,0
1,88,0,44,82,44,38,38,22,52,56,56,56,0,116,116,116,116,32,32,0,72,40,46,32,38,30,64,32,52,78,34,30,0,0,0,60,60,72,72,72,72,60,58,0,0,0,34,34,34,34,62,62,62,24,26,28,30,28,28,98,98,98,24,98,0,0,24,24,40,40,0,0,0,30,30,0,0,62,42,30,26,52,54,64,0,0,0,30,62,0,50,34,0,0,76,0,48,48,24,26,0,20,76,32,0,86,86,32,0,30,24,38,24,0,0,0,0,42,32,0,0,40,84,0,24,0,0,20,0,0,0,0,0,0,0
1,86,30,44,82,44,38,38,22,52,56,56,56,0,116,114,116,116,0,32,0,74,40,46,32,38,30,88,32,52,78,34,0,0,0,0,58,58,72,72,72,72,60,60,30,30,30,34,34,34,36,62,64,64,24,26,30,28,0,0,0,0,0,0,98,0,0,0,24,0,0,22,30,28,32,30,0,0,62,42,0,26,52,54,64,0,0,0,30,62,26,50,34,0,26,76,0,48,48,24,26,0,20,76,32,24,86,84,32,0,30,24,38,24,0,0,0,0,42,32,0,0,38,86,26,24,0,0,20,0,0,0,0,0,0,0
1,86,30,44,82,44,38,38,22,52,56,56,56,0,116,102,116,116,0,32,0,72,40,46,32,38,30,86,32,52,78,34,0,38,0,0,60,60,72,72,72,68,58,58,32,32,32,36,36,36,34,62,62,62,0,0,28,28,26,30,98,98,98,0,98,0,0,0,24,0,0,0,0,0,30,30,0,0,62,42,38,0,52,54,52,50,52,18,30,62,0,50,34,0,0,76,0,48,48,24,26,0,20,76,32,24,86,84,0,0,30,24,38,24,0,0,0,0,42,32,0,0,38,86,26,24,0,0,20,0,0,0,0,0,0,0
1,86,30,44,82,44,38,38,22,50,52,56,56,0,116,118,116,116,0,32,0,72,54,46,32,38,32,92,48,52,78,34,0,38,0,0,60,58,72,72,72,72,58,60,30,32,30,34,34,36,34,62,62,62,0,0,28,28,30,30,98,98,98,24,98,0,0,0,24,38,38,0,0,0,32,30,0,0,62,42,38,0,52,54,52,50,52,0,30,62,0,50,34,0,0,76,0,48,48,24,26,0,20,76,32,24,86,84,0,0,30,24,38,24,0,0,0,0,0,32,0,0,38,86,26,24,0,0,20,0,0,0,0,0,0,0
1,86,30,44,80,44,38,38,22,50,52,56,56,0,116,112,116,116,0,32,0,74,54,48,32,38,32,92,48,52,74,34,0,38,0,0,58,58,70,68,72,70,58,58,0,0,0,36,36,36,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,0,0,0,24,38,38,0,0,0,30,30,0,0,62,42,38,0,52,54,52,50,52,0,30,62,26,50,34,20,26,76,0,48,48,24,26,0,20,78,32,24,82,82,0,0,30,24,38,24,0,0,0,0,0,28,0,0,38,82,26,24,0,0,20,0,0,0,0,0,0,0
1,84,30,44,80,44,38,38,22,50,52,56,56,0,116,116,116,116,0,30,0,72,54,48,30,38,30,92,48,52,74,34,0,38,0,0,58,56,72,72,72,72,56,56,30,32,32,36,34,36,34,62,62,62,26,26,28,28,28,28,98,98,98,22,98,0,0,0,24,38,38,18,28,30,30,30,0,0,62,42,38,24,52,54,52,50,52,0,30,62,26,50,34,20,24,76,0,48,48,24,26,0,20,78,32,24,82,82,0,0,30,22,38,40,0,0,0,0,0,28,0,0,38,82,26,24,0,0,20,0,0,0,0,0,0,0
1,84,30,44,80,26,0,38,22,50,52,56,56,0,116,116,116,116,0,30,0,76,54,48,30,38,30,92,48,52,76,34,0,38,0,0,60,58,72,72,72,72,60,58,28,30,30,36,36,34,36,62,64,62,0,0,30,28,0,0,0,0,0,0,98,0,0,0,0,38,38,0,0,0,30,30,0,0,64,42,38,0,52,54,52,50,52,0,38,62,26,50,34,20,26,76,0,50,48,24,26,0,20,76,32,24,82,82,0,0,30,22,38,40,0,0,0,0,0,28,0,0,38,82,26,24,0,0,20,0,0,0,0,0,0,0
1,88,30,44,80,26,0,38,22,50,54,54,54,0,116,116,116,116,0,30,0,76,62,48,34,38,32,92,48,52,78,34,0,38,0,0,0,0,68,68,68,68,0,0,32,32,32,34,34,34,34,62,62,62,0,26,28,28,30,30,98,98,98,22,98,0,0,0,0,38,38,18,30,32,30,30,0,0,64,42,38,26,54,54,52,50,52,0,34,62,24,50,34,20,24,76,0,50,48,24,26,0,20,76,32,24,86,86,0,0,30,22,38,40,0,0,0,0,0,28,0,0,38,88,26,0,0,0,20,0,0,0,0,0,0,0
1,88,30,44,80,42,0,38,22,50,54,54,54,0,116,116,116,116,0,30,0,72,56,48,34,38,32,86,48,52,76,34,0,38,0,0,56,56,68,68,68,68,56,56,30,30,32,36,36,36,36,62,62,62,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,38,38,0,0,0,30,32,24,24,62,42,38,0,46,46,54,62,52,0,36,62,28,50,34,20,26,76,0,46,44,24,26,22,20,76,32,24,86,86,0,0,30,22,38,40,0,0,0,0,0,28,0,0,38,88,26,0,0,0,20,0,0,0,0,0,0,0
1,86,30,44,80,42,0,38,22,50,54,54,54,0,116,116,116,116,0,30,0,76,56,48,34,38,32,88,48,52,74,34,0,38,0,0,60,58,68,70,68,70,60,56,0,0,0,36,34,34,36,62,62,62,24,26,28,28,24,28,0,0,0,0,98,0,28,0,0,38,38,22,30,30,32,32,24,24,62,42,38,24,46,46,54,62,52,0,32,62,24,50,34,20,26,76,0,46,44,24,26,22,20,76,32,24,84,84,34,34,34,26,38,40,0,0,0,0,0,34,0,0,38,84,26,0,0,0,20,0,0,0,0,0,0,0
1,86,30,42,72,28,26,38,22,50,56,54,54,0,116,116,116,116,0,32,0,68,56,48,30,38,32,90,48,52,78,34,0,38,0,0,60,60,70,70,72,70,60,60,0,0,0,36,36,34,34,62,62,62,0,0,28,28,28,28,98,98,98,24,98,0,28,28,0,38,38,0,30,32,28,30,24,24,62,42,38,0,46,46,54,62,52,0,38,62,0,50,34,20,0,76,0,46,44,24,26,22,20,76,32,24,84,84,34,34,34,26,38,40,0,0,0,0,0,34,0,0,38,84,26,0,0,0,20,0,0,0,0,0,0,0
1,86,30,42,72,28,26,38,22,50,56,54,54,0,116,116,116,116,0,32,0,74,54,48,30,38,32,88,48,52,78,34,0,38,0,0,60,60,70,68,70,70,60,60,32,30,30,34,34,34,34,62,62,62,0,0,0,0,0,0,0,0,0,0,98,0,28,28,0,38,38,0,32,30,30,30,24,24,62,42,38,0,46,46,54,62,52,0,38,62,26,50,34,20,26,76,0,46,44,24,26,22,20,78,40,24,84,84,34,34,34,30,38,40,0,0,0,0,0,28,0,0,42,84,26,0,0,0,20,0,0,0,0,0,0,0
1,86,30,42,72,28,26,38,20,50,54,54,54,0,116,118,116,116,0,32,0,74,52,48,34,38,34,86,48,52,74,34,0,38,0,0,60,60,70,70,70,70,60,60,32,28,30,34,34,34,34,62,62,62,0,0,28,28,28,28,98,98,98,22,98,0,32,28,0,38,38,0,0,0,30,0,24,24,62,32,38,0,46,46,54,62,52,0,38,62,0,50,28,20,0,76,0,46,44,24,26,22,20,78,40,24,82,82,34,34,34,30,38,40,0,0,0,0,0,28,0,0,42,82,26,0,0,0,20,0,0,0,0,0,0,0
1,86,30,42,84,28,26,38,20,50,54,54,54,0,116,118,116,116,0,32,0,72,54,44,34,38,34,92,48,52,78,0,0,38,0,0,60,60,70,70,70,70,60,60,0,0,0,36,34,34,34,64,64,64,0,0,0,0,0,0,0,0,0,0,98,0,32,28,0,38,38,0,30,30,26,0,24,24,62,32,38,0,46,46,54,62,52,0,32,62,26,50,28,20,0,76,0,48,48,24,26,22,20,78,40,24,82,82,32,34,32,30,38,40,0,0,0,0,0,32,0,0,42,82,26,0,0,0,20,0,0,0,0,0,0,0
1,86,30,42,82,44,26,38,20,50,54,54,54,0,116,118,116,116,0,32,0,74,54,44,34,38,32,92,48,52,78,0,0,38,0,0,60,60,70,70,70,70,60,60,0,0,0,32,34,32,34,64,64,64,26,26,30,30,30,30,98,98,98,22,98,0,32,28,0,38,38,0,0,0,28,30,24,24,62,32,38,24,46,46,54,62,52,20,32,62,0,50,28,20,0,76,0,48,48,0,26,22,20,78,40,24,82,82,32,34,32,30,38,40,0,0,0,0,0,32,0,0,42,82,26,0,0,0,0,0,0,0,0,0,0,0
1,86,30,42,82,44,26,38,20,50,54,54,54,34,116,118,116,116,38,34,32,74,54,44,34,36,32,92,52,52,70,26,32,38,0,0,58,58,68,68,68,68,56,56,28,30,30,34,34,34,32,64,64,64,0,0,30,28,0,0,0,0,0,0,98,0,32,26,0,38,38,0,0,0,28,30,24,24,62,32,38,0,46,46,54,62,52,0,36,62,26,50,28,20,28,76,0,48,48,0,26,22,20,78,40,24,82,82,32,34,32,30,38,40,0,0,0,0,0,32,0,0,42,82,26,0,0,0,0,0,0,0,0,0,0,0
